CATEGORY_ID | NAME | SEX | AGE_CATEGORY | SEASON_ID
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P10S | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P12S | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P14Y | None | None | None | 2026
P15R | None | None | None | 2026
P16H | None | None | None | 2026
P16R | None | None | None | 2026
P6H | None | None | None | 2026
P6R | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P9S | None | None | None | 2026
TaKyP10 | None | None | None | 2026
LEK | None | None | None | 2026
P6HR | None | None | None | 2026
P7HR | None | None | None | 2026
P8HR | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P13Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P14Y | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P14H | None | None | None | 2026
P14R | None | None | None | 2026
P15H | None | None | None | 2026
P15R | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P7-1 | None | None | None | 2026
P7-2 | None | None | None | 2026
P7-3 | None | None | None | 2026
P8-1 | None | None | None | 2026
P8-2 | None | None | None | 2026
P8-3 | None | None | None | 2026
P9-1 | None | None | None | 2026
P9-2 | None | None | None | 2026
P9-3 | None | None | None | 2026
P10K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P11K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P14H | None | None | None | 2026
P14R | None | None | None | 2026
P15H | None | None | None | 2026
P15R | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9-1 | None | None | None | 2026
P9-2 | None | None | None | 2026
P9-3 | None | None | None | 2026
P8-1 | None | None | None | 2026
P8-2 | None | None | None | 2026
P8-3 | None | None | None | 2026
P7-3 | None | None | None | 2026
P11H | None | None | None | 2026
P11K | None | None | None | 2026
P10S | None | None | None | 2026
P11S | None | None | None | 2026
P12K | None | None | None | 2026
P12S | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P11S | None | None | None | 2026
P12KH | None | None | None | 2026
P12S | None | None | None | 2026
P15H | None | None | None | 2026
P15K | None | None | None | 2026
P7Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9KH | None | None | None | 2026
P10-11H | None | None | None | 2026
P10-11K | None | None | None | 2026
P11-12H | None | None | None | 2026
P11-12K | None | None | None | 2026
P12-13H | None | None | None | 2026
P12-13K | None | None | None | 2026
P13-14H | None | None | None | 2026
P9-10H | None | None | None | 2026
P9-10K | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P13Y | None | None | None | 2026
P7Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P13Y | None | None | None | 2026
P7Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P7Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P10H | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11K | None | None | None | 2026
P13H | None | None | None | 2026
P5-6Y | None | None | None | 2026
P7H | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9K | None | None | None | 2026
P10H | None | None | None | 2026
P10HR | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P10KH | None | None | None | 2026
P11H | None | None | None | 2026
P11HR | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P11KH | None | None | None | 2026
P10S | None | None | None | 2026
P11S | None | None | None | 2026
P12S | None | None | None | 2026
P10S | None | None | None | 2026
P11S | None | None | None | 2026
P12S | None | None | None | 2026
P13S | None | None | None | 2026
P9S | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P10H | None | None | None | 2026
P10HR | None | None | None | 2026
P10K | None | None | None | 2026
P10KH | None | None | None | 2026
P11H | None | None | None | 2026
P11HR | None | None | None | 2026
P11K | None | None | None | 2026
P11KH | None | None | None | 2026
P12H | None | None | None | 2026
P12HR | None | None | None | 2026
P12K | None | None | None | 2026
P12KH | None | None | None | 2026
P13Y | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P7R | None | None | None | 2026
P7KH | None | None | None | 2026
P8R | None | None | None | 2026
P8KH | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P9KH | None | None | None | 2026
P7HR | None | None | None | 2026
P7KH | None | None | None | 2026
P8HR | None | None | None | 2026
P8KH | None | None | None | 2026
P9HR | None | None | None | 2026
P9KH | None | None | None | 2026
P13-1 | None | None | None | 2025-26
P13-2 | None | None | None | 2025-26
P13-3 | None | None | None | 2025-26
P12-1 | None | None | None | 2025-26
P12-2 | None | None | None | 2025-26
P12-3 | None | None | None | 2025-26
P11-1 | None | None | None | 2025-26
P11-2 | None | None | None | 2025-26
P11-3 | None | None | None | 2025-26
P10-1 | None | None | None | 2025-26
P10-2 | None | None | None | 2025-26
P10-3 | None | None | None | 2025-26
LeiriCup | None | None | None | 2025-26
 | None | None | None | 2025-26
P12K | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P14R | None | None | None | 2026
P9-10R | None | None | None | 2026
P9-10K | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P10H | None | None | None | 2026
P11H | None | None | None | 2026
P12H | None | None | None | 2026
P13H | None | None | None | 2026
P14-15R | None | None | None | 2026
P16-18R | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P7-8HR | None | None | None | 2026
P7-8KH | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P5-6R | None | None | None | 2026
P5-6KH | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P10HR | None | None | None | 2026
P11HR | None | None | None | 2026
P12HR | None | None | None | 2026
P13HR | None | None | None | 2026
P6Y | None | None | None | 2026
P7HR | None | None | None | 2026
P7K | None | None | None | 2026
P8HR | None | None | None | 2026
P8K | None | None | None | 2026
P9HR | None | None | None | 2026
P9K | None | None | None | 2026
P10HR | None | None | None | 2026
P10K | None | None | None | 2026
P11HR | None | None | None | 2026
P11K | None | None | None | 2026
P12HR | None | None | None | 2026
P12K | None | None | None | 2026
P6HR | None | None | None | 2026
P6K | None | None | None | 2026
P7HR | None | None | None | 2026
P7K | None | None | None | 2026
P8HR | None | None | None | 2026
P8K | None | None | None | 2026
P9HR | None | None | None | 2026
P9K | None | None | None | 2026
P15Y | None | None | None | 2026
P16Y | None | None | None | 2026
P10R | None | None | None | 2026
P11R | None | None | None | 2026
P12R | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P14R | None | None | None | 2026
P15R | None | None | None | 2026
P18R | None | None | None | 2026
P6H | None | None | None | 2026
P6R | None | None | None | 2026
P6K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P10KH | None | None | None | 2026
P11KH | None | None | None | 2026
P12KH | None | None | None | 2026
P13KH | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P10H | None | None | None | 2026
P11H | None | None | None | 2026
P12H | None | None | None | 2026
P13H | None | None | None | 2026
P14H | None | None | None | 2026
P7HR | None | None | None | 2026
P8H | None | None | None | 2026
P9H | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P7Y | None | None | None | 2026
P8HR | None | None | None | 2026
P8KH | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P13K | None | None | None | 2026
P13H | None | None | None | 2026
P12K | None | None | None | 2026
P12H | None | None | None | 2026
P11K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P10K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P9K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P8R | None | None | None | 2026
P10KH | None | None | None | 2026
P9HR | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P6Y | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P9S | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P6Y | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P9S | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P9HR | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P7 | None | None | None | 2026
P8 | None | None | None | 2026
P8K | None | None | None | 2026
P9 | None | None | None | 2026
P9K | None | None | None | 2026
P10 | None | None | None | 2026
P10K | None | None | None | 2026
P11 | None | None | None | 2026
P11K | None | None | None | 2026
P12 | None | None | None | 2026
P12K | None | None | None | 2026
P13 | None | None | None | 2026
P13K | None | None | None | 2026
P14 | None | None | None | 2026
P15 | None | None | None | 2026
P16 | None | None | None | 2026
P10HR | None | None | None | 2026
P10R | None | None | None | 2026
P10KH | None | None | None | 2026
P11HR | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P11KH | None | None | None | 2026
P12HR | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P12KH | None | None | None | 2026
P13H | None | None | None | 2026
P13HR | None | None | None | 2026
P13R | None | None | None | 2026
P13KH | None | None | None | 2026
P18H | None | None | None | 2026
P7HR | None | None | None | 2026
P7KH | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P135v5 | None | None | None | 2026
P125v5 | None | None | None | 2026
U18ECQ | None | None | None | 2026
P14PKEH | None | None | None | 2026
P10H | None | None | None | 2026
P11H | None | None | None | 2026
P12H | None | None | None | 2026
P13H | None | None | None | 2026
P7H | None | None | None | 2026
P8H | None | None | None | 2026
P9H | None | None | None | 2026
P10H | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11K | None | None | None | 2026
P12HR | None | None | None | 2026
P13HR | None | None | None | 2026
P7Y | None | None | None | 2026
P8H | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9K | None | None | None | 2026
P10H | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12K | None | None | None | 2026
P7H | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9K | None | None | None | 2026
P8-10S | None | None | None | 2026
P14R | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P13R | None | None | None | 2026
P14R | None | None | None | 2026
P8HR | None | None | None | 2026
P9HR | None | None | None | 2026
P5Y | None | None | None | 2026
P6KH | None | None | None | 2026
P7KH | None | None | None | 2026
P8KH | None | None | None | 2026
P9KH | None | None | None | 2026
P10H | None | None | None | 2026
P10K | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P13Y | None | None | None | 2026
P5-6Y | None | None | None | 2026
P7Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P11H | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P11K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P6H | None | None | None | 2026
P6R | None | None | None | 2026
P12HR | None | None | None | 2026
P6-7HR | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P14H | None | None | None | 2026
P14R | None | None | None | 2026
P14K | None | None | None | 2026
P6H | None | None | None | 2026
P6R | None | None | None | 2026
P6K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P14H | None | None | None | 2026
P14K | None | None | None | 2026
P15K | None | None | None | 2026
P7H | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
U17BSG | None | None | None | 2026
KCP12 | None | None | None | 2026
P15PPK | None | None | None | 2026
P14PPK | None | None | None | 2026
P13PPK | None | None | None | 2026
P12PPK | None | None | None | 2026
P11PPK | None | None | None | 2026
P10PPK | None | None | None | 2026
P15PK | None | None | None | 2026
P14PK | None | None | None | 2026
P13-04 | None | None | None | 2025-26
P132-04 | None | None | None | 2025-26
P121-04 | None | None | None | 2025-26
P122-04 | None | None | None | 2025-26
P111-03 | None | None | None | 2025-26
P112-03 | None | None | None | 2025-26
P101-03 | None | None | None | 2025-26
P102-03 | None | None | None | 2025-26
P91-04 | None | None | None | 2025-26
P92-04 | None | None | None | 2025-26
P81-4 | None | None | None | 2025-26
P5 | None | None | None | 2026
P6 | None | None | None | 2026
P7 | None | None | None | 2026
P8 | None | None | None | 2026
P9 | None | None | None | 2026
P10 | None | None | None | 2026
P11 | None | None | None | 2026
P12 | None | None | None | 2026
P13 | None | None | None | 2026
P14 | None | None | None | 2026
P16P15 | None | None | None | 2026
P10KH | None | None | None | 2026
P11KH | None | None | None | 2026
P12KH | None | None | None | 2026
P13Y | None | None | None | 2026
P14Y | None | None | None | 2026
P15Y | None | None | None | 2026
P7KH | None | None | None | 2026
P8KH | None | None | None | 2026
P9KH | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P12K | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P13K | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P10Y | None | None | None | 2026
P10Y | None | None | None | 2026
P11Y | None | None | None | 2026
P12Y | None | None | None | 2026
P13Y | None | None | None | 2026
P14Y | None | None | None | 2026
P15Y | None | None | None | 2026
P8Y | None | None | None | 2026
P9Y | None | None | None | 2026
P10Y | None | None | None | 2026
P11R | None | None | None | 2026
P11KH | None | None | None | 2026
P12R | None | None | None | 2026
P12KH | None | None | None | 2026
P13R | None | None | None | 2026
P13KH | None | None | None | 2026
P14R | None | None | None | 2026
P14KH | None | None | None | 2026
P15Y | None | None | None | 2026
P17-18Y | None | None | None | 2026
P7Y | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P10H | None | None | None | 2026
P10R | None | None | None | 2026
P10K | None | None | None | 2026
P11H | None | None | None | 2026
P11R | None | None | None | 2026
P11K | None | None | None | 2026
P12H | None | None | None | 2026
P12R | None | None | None | 2026
P13H | None | None | None | 2026
P13R | None | None | None | 2026
P6Y | None | None | None | 2026
P7H | None | None | None | 2026
P7R | None | None | None | 2026
P7K | None | None | None | 2026
P8H | None | None | None | 2026
P8R | None | None | None | 2026
P8K | None | None | None | 2026
P9H | None | None | None | 2026
P9R | None | None | None | 2026
P9K | None | None | None | 2026
P12HR | None | None | None | 2026
P13HR | None | None | None | 2026
P14HR | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T10KH | None | None | None | 2026
T11KH | None | None | None | 2026
T7KH | None | None | None | 2026
T8KH | None | None | None | 2026
T9KH | None | None | None | 2026
T10Y | None | None | None | 2026
T7Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T12Y | None | None | None | 2026
T8Y | None | None | None | 2026
TU11R | None | None | None | 2026
TU10 | None | None | None | 2026
TU9T1 | None | None | None | 2026
TU9T2 | None | None | None | 2026
TU8T1 | None | None | None | 2026
TU8T2 | None | None | None | 2026
TU7T2 | None | None | None | 2026
T10S | None | None | None | 2026
T11S | None | None | None | 2026
T10H | None | None | None | 2026
T11H | None | None | None | 2026
T12H | None | None | None | 2026
T7Y | None | None | None | 2026
T8H | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9K | None | None | None | 2026
TaKyT11 | None | None | None | 2026
TaKyT10 | None | None | None | 2026
T11Y | None | None | None | 2026
T13Y | None | None | None | 2026
T6HR | None | None | None | 2026
T7HR | None | None | None | 2026
T8HR | None | None | None | 2026
T11HR | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T7-8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T10-11H | None | None | None | 2026
T10-11R | None | None | None | 2026
T10-11K | None | None | None | 2026
T12-13H | None | None | None | 2026
T12-13R | None | None | None | 2026
T12-13K | None | None | None | 2026
T14-15H | None | None | None | 2026
T14-15R | None | None | None | 2026
T14-15K | None | None | None | 2026
T7Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9HR | None | None | None | 2026
T9KH | None | None | None | 2026
T10H | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T14H | None | None | None | 2026
T14R | None | None | None | 2026
T14K | None | None | None | 2026
T15H | None | None | None | 2026
T15R | None | None | None | 2026
T15K | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T9K | None | None | None | 2026
T14R | None | None | None | 2026
T9-2 | None | None | None | 2026
T11H | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T10HR | None | None | None | 2026
T11HR | None | None | None | 2026
T12HR | None | None | None | 2026
T13HR | None | None | None | 2026
T14HR | None | None | None | 2026
T15HR | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T9K | None | None | None | 2026
T8-1 | None | None | None | 2026
T8-2 | None | None | None | 2026
T8-3 | None | None | None | 2026
T9-1 | None | None | None | 2026
T9-2 | None | None | None | 2026
T9-3 | None | None | None | 2026
T10H | None | None | None | 2026
T10HR | None | None | None | 2026
T11H | None | None | None | 2026
T11HR | None | None | None | 2026
T12H | None | None | None | 2026
T12HR | None | None | None | 2026
T13H | None | None | None | 2026
T13HR | None | None | None | 2026
T14H | None | None | None | 2026
T14HR | None | None | None | 2026
T15H | None | None | None | 2026
T15HR | None | None | None | 2026
T13-14H | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T10K | None | None | None | 2026
T11R | None | None | None | 2026
T7-8H | None | None | None | 2026
T7-8R | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T13Y | None | None | None | 2026
T7Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T10H | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T9H | None | None | None | 2026
T11-12Y | None | None | None | 2026
T13-14Y | None | None | None | 2026
T7-8Y | None | None | None | 2026
T9-10Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T10R | None | None | None | 2026
T11R | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T7HR | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T10-11H | None | None | None | 2026
T12-13H | None | None | None | 2026
T5-7Y | None | None | None | 2026
T8-9Y | None | None | None | 2026
T10S | None | None | None | 2026
T11S | None | None | None | 2026
T12S | None | None | None | 2026
T13S | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T11K | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T7R | None | None | None | 2026
T7KH | None | None | None | 2026
T8R | None | None | None | 2026
T8KH | None | None | None | 2026
T9R | None | None | None | 2026
T9KH | None | None | None | 2026
T7HR | None | None | None | 2026
T7KH | None | None | None | 2026
T8HR | None | None | None | 2026
T8KH | None | None | None | 2026
T9HR | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T8R | None | None | None | 2026
T8KH | None | None | None | 2026
T9R | None | None | None | 2026
T9KH | None | None | None | 2026
T13-1 | None | None | None | 2025-26
T13-2 | None | None | None | 2025-26
T12-1 | None | None | None | 2025-26
T12-2 | None | None | None | 2025-26
T11-1 | None | None | None | 2025-26
T11-2 | None | None | None | 2025-26
T10-1 | None | None | None | 2025-26
T10-2 | None | None | None | 2025-26
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T9-10R | None | None | None | 2026
T9-10K | None | None | None | 2026
T10R | None | None | None | 2026
T10K | None | None | None | 2026
T11R | None | None | None | 2026
