league_code,date,week,hg,ag,lam_h,lam_a
NO-PN2,2025-08-02,2025-07-28/2025-08-03,1,1,2.1141073382725066,1.428485839204064
NL,2025-08-02,2025-07-28/2025-08-03,0,3,1.0367828665703558,2.58367083799581
SW-ES,2025-08-02,2025-07-28/2025-08-03,3,3,2.8366938276575255,0.8444253855149957
NO-ELI,2025-08-02,2025-07-28/2025-08-03,0,0,1.7482089699810046,1.1135898436709195
NO-ELI,2025-08-02,2025-07-28/2025-08-03,1,4,1.7177212128016865,1.0782688967772058
M1,2025-08-02,2025-07-28/2025-08-03,1,1,1.9394475397896294,1.8774650805372655
M1,2025-08-02,2025-07-28/2025-08-03,1,1,1.2850696824968242,1.6925793268112705
M1,2025-08-02,2025-07-28/2025-08-03,1,2,1.4386798514986796,1.1498335489802167
NL,2025-08-02,2025-07-28/2025-08-03,5,1,2.426835766731399,1.005200405490738
NO-PN2,2025-08-02,2025-07-28/2025-08-03,5,4,2.0687303062126254,1.6450076064607502
NO-ELI,2025-08-03,2025-07-28/2025-08-03,1,3,0.9517652081855195,2.406104287727302
SW-EN,2025-08-03,2025-07-28/2025-08-03,2,1,1.4878334258378363,1.4962793909320187
NO-ELI,2025-08-03,2025-07-28/2025-08-03,4,1,1.416178830165745,0.970425777080466
SW-AL,2025-08-03,2025-07-28/2025-08-03,1,2,1.3979848640989647,2.058906881139211
NO-PN2,2025-08-03,2025-07-28/2025-08-03,3,2,1.278022079294425,2.0516425869543755
VL,2025-08-03,2025-07-28/2025-08-03,3,0,3.061383353047233,1.3971886395572664
NO-ELI,2025-08-03,2025-07-28/2025-08-03,2,0,1.9379151054756765,1.250484219688822
NO-ELI,2025-08-03,2025-07-28/2025-08-03,2,0,2.1412454972122785,0.6652759757562434
M2,2025-08-03,2025-07-28/2025-08-03,0,1,1.8837745504403653,1.709997005836172
NO-1DK,2025-08-03,2025-07-28/2025-08-03,2,2,0.7023423765843091,1.3544743308666112
NL,2025-08-03,2025-07-28/2025-08-03,0,2,0.5083592575323983,3.1432670547196393
NL,2025-08-03,2025-07-28/2025-08-03,7,0,1.8004022697142945,0.6336440169850472
SW-EN,2025-08-03,2025-07-28/2025-08-03,4,0,1.4879527318646173,0.7797679213024825
SW-EE,2025-08-03,2025-07-28/2025-08-03,0,6,0.9115741523244347,2.347770107976986
SW-EE,2025-08-03,2025-07-28/2025-08-03,0,1,0.5651890156347174,1.9516056535533208
M2,2025-08-03,2025-07-28/2025-08-03,1,2,3.6838116204853106,2.472350978126403
M2,2025-08-03,2025-07-28/2025-08-03,5,0,3.3805027946277777,0.7675866753429017
NO-ELI,2025-08-03,2025-07-28/2025-08-03,2,1,1.3459725916268026,1.9924517971463198
SW-AL,2025-08-03,2025-07-28/2025-08-03,1,1,1.3502615982692183,0.9099590337805561
SW-AL,2025-08-03,2025-07-28/2025-08-03,1,1,1.9011782712471248,0.6635363675380922
SW-SE,2025-08-03,2025-07-28/2025-08-03,1,2,1.3883023106785954,1.697675113902779
NO-1DK,2025-08-03,2025-07-28/2025-08-03,2,0,1.43907593684059,1.1051494042266974
SW-SE,2025-08-04,2025-08-04/2025-08-10,0,2,0.9794926298820765,2.0215726321923597
SW-ES,2025-08-04,2025-08-04/2025-08-10,0,0,2.8959122733476907,1.4678974260981683
SW-ES,2025-08-04,2025-08-04/2025-08-10,2,2,1.2993704535513577,3.288245536152952
SW-ES,2025-08-04,2025-08-04/2025-08-10,2,1,1.339072121827922,1.2580238207978853
VL,2025-08-04,2025-08-04/2025-08-10,1,4,1.3930143551500689,1.5509848653127003
VL,2025-08-04,2025-08-04/2025-08-10,2,2,2.3878704516977094,1.0082378951953943
SW-EN,2025-08-04,2025-08-04/2025-08-10,1,1,1.715250593099438,1.2549208421913502
M2,2025-08-04,2025-08-04/2025-08-10,1,0,2.215379459977775,0.7712412898434884
SW-AL,2025-08-04,2025-08-04/2025-08-10,3,0,2.3020146609940677,0.9928154010900577
NO-TS,2025-08-05,2025-08-04/2025-08-10,5,0,2.359813807293161,1.1650105892788745
NO-TS,2025-08-05,2025-08-04/2025-08-10,0,0,1.0766895727310202,1.165378096115753
NO-TS,2025-08-05,2025-08-04/2025-08-10,1,1,0.7277472298260642,2.155501697151008
NO-TS,2025-08-05,2025-08-04/2025-08-10,2,0,1.6474201553595453,1.2548602680415888
NO-TS,2025-08-05,2025-08-04/2025-08-10,0,3,0.31799079047586243,2.5480994815516214
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,2,1,1.7447493908750389,1.3012849016547474
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,1,2,1.8597942866560921,1.1648251049839713
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,1,2,1.1364119199455482,1.822128429850514
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,2,0,1.7210256544179843,0.8544661537299347
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,0,2,0.7797127316249943,2.269719167478423
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,0,0,2.2308558655555837,1.5078759417582936
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,0,2,1.0795558064912003,1.5871529391102097
M1,2025-08-06,2025-08-04/2025-08-10,4,2,1.6709762628177367,1.4395495035809656
M1,2025-08-06,2025-08-04/2025-08-10,5,0,2.8737888692034215,1.1827731990894226
M1,2025-08-06,2025-08-04/2025-08-10,2,2,3.378823993034384,1.5689027381172027
M1,2025-08-06,2025-08-04/2025-08-10,3,1,2.514103899292091,0.6656328631361398
M1,2025-08-06,2025-08-04/2025-08-10,1,0,2.12399965666047,0.6802891071094167
M1,2025-08-06,2025-08-04/2025-08-10,5,0,2.0080865136678177,1.2776204781907394
NO-OBOS,2025-08-06,2025-08-04/2025-08-10,2,2,1.7912012869693377,1.8292231473180218
M2,2025-08-07,2025-08-04/2025-08-10,4,0,4.161871756412924,1.2851376178309877
M2,2025-08-08,2025-08-04/2025-08-10,2,1,3.70161049546777,1.33213485374293
SW-EN,2025-08-08,2025-08-04/2025-08-10,2,3,2.3664826620119523,1.1732209135234852
M2,2025-08-08,2025-08-04/2025-08-10,1,5,2.645317826439328,1.426106838111799
M2,2025-08-08,2025-08-04/2025-08-10,1,3,0.5317917923159292,4.475424522015716
SW-DA,2025-08-08,2025-08-04/2025-08-10,7,0,3.3612305562727376,0.4709085768217174
SW-DA,2025-08-08,2025-08-04/2025-08-10,1,2,1.6267863796611561,1.144915151951301
SW-DA,2025-08-08,2025-08-04/2025-08-10,0,4,1.0944110261969,1.9898205662091353
SW-DA,2025-08-08,2025-08-04/2025-08-10,0,1,0.9451388031895985,1.5299630808034488
VL,2025-08-08,2025-08-04/2025-08-10,3,2,2.433071271172498,0.7331394623950122
M2,2025-08-08,2025-08-04/2025-08-10,1,2,1.1180251883776906,1.9008525074353757
SW-EN,2025-08-09,2025-08-04/2025-08-10,1,3,1.380819105572844,0.7147436899989703
SW-EN,2025-08-09,2025-08-04/2025-08-10,3,3,2.8297772974443998,1.4401947972780584
SW-EN,2025-08-09,2025-08-04/2025-08-10,1,2,2.121705902298295,1.7032952321626769
NO-ELI,2025-08-09,2025-08-04/2025-08-10,1,1,2.4142974918369298,1.0342122191692678
NO-ELI,2025-08-09,2025-08-04/2025-08-10,1,0,1.858729925464883,1.0476358134211683
SW-EE,2025-08-09,2025-08-04/2025-08-10,0,4,1.0627952375337881,1.8478053563813643
SW-ES,2025-08-09,2025-08-04/2025-08-10,4,1,1.98362664340976,2.522382983772517
SW-ES,2025-08-09,2025-08-04/2025-08-10,1,1,2.3950724300069317,1.3178205808395946
SW-ES,2025-08-09,2025-08-04/2025-08-10,0,0,1.7790678793352688,0.7777768820977768
SW-EE,2025-08-09,2025-08-04/2025-08-10,0,2,1.4147750315936076,0.8726359501998047
SW-EE,2025-08-09,2025-08-04/2025-08-10,1,3,3.1944620915956494,1.184840943639732
SW-EE,2025-08-09,2025-08-04/2025-08-10,0,4,0.4055926357430245,1.5956368218423003
SW-EE,2025-08-09,2025-08-04/2025-08-10,4,0,1.8809701396430507,0.5055159277695757
SW-EE,2025-08-09,2025-08-04/2025-08-10,1,0,4.178761462351361,0.9722152105321321
SW-EE,2025-08-09,2025-08-04/2025-08-10,2,0,2.414070434435845,1.1309999064446024
SW-ES,2025-08-09,2025-08-04/2025-08-10,1,1,1.2813484991569892,0.8847636130302334
SW-DA,2025-08-09,2025-08-04/2025-08-10,4,1,3.7032572876111076,1.0322288404704265
SW-DA,2025-08-09,2025-08-04/2025-08-10,2,0,0.9736309756415366,1.7794324257850451
SW-ES,2025-08-09,2025-08-04/2025-08-10,3,0,1.9606344742926531,0.8841646615217695
SW-ES,2025-08-09,2025-08-04/2025-08-10,0,4,0.9953865532398869,3.742688588328353
NO-PN1,2025-08-09,2025-08-04/2025-08-10,1,3,1.473038439572653,1.464650357815156
SW-SE,2025-08-09,2025-08-04/2025-08-10,0,0,2.051199822646285,0.9692299375489513
NO-1DK,2025-08-09,2025-08-04/2025-08-10,1,3,0.9579402216134487,1.9086194993943906
NO-1DK,2025-08-09,2025-08-04/2025-08-10,2,0,2.874214213264078,0.7554167721733149
NO-TS,2025-08-09,2025-08-04/2025-08-10,0,3,0.7854464431344036,1.811788060303059
NO-PN1,2025-08-09,2025-08-04/2025-08-10,0,2,1.146447339451369,3.1808155608400486
NO-PN1,2025-08-09,2025-08-04/2025-08-10,3,0,2.530497265476858,1.1537741267702746
NO-PN1,2025-08-09,2025-08-04/2025-08-10,2,2,1.9110543705976246,1.1933019983955577
NO-TS,2025-08-09,2025-08-04/2025-08-10,3,0,3.8566841472938256,0.3896993601006486
NO-TS,2025-08-09,2025-08-04/2025-08-10,0,3,1.0408392375392488,1.731202845318029
NO-TS,2025-08-09,2025-08-04/2025-08-10,1,2,1.647805092983655,0.9385351405835628
NO-TS,2025-08-09,2025-08-04/2025-08-10,1,0,1.073152946036422,1.4171219153741443
NO-PN2,2025-08-09,2025-08-04/2025-08-10,0,1,1.4008683725160633,2.8016018689354225
NO-PN2,2025-08-09,2025-08-04/2025-08-10,2,1,2.1091058004752616,1.5233383708966493
NO-PN2,2025-08-09,2025-08-04/2025-08-10,2,1,2.528536687054505,1.9208952663173382
VL,2025-08-09,2025-08-04/2025-08-10,2,1,1.4330518186722812,1.091083683752585
VL,2025-08-09,2025-08-04/2025-08-10,0,2,1.0676721263157147,2.4191973123560544
VL,2025-08-09,2025-08-04/2025-08-10,2,5,1.16476237648778,1.5019643719821882
M2,2025-08-09,2025-08-04/2025-08-10,4,0,1.2231659634417629,0.9777806950940775
SW-AL,2025-08-09,2025-08-04/2025-08-10,1,3,0.995065440987041,1.0687423838772487
SW-AL,2025-08-09,2025-08-04/2025-08-10,0,1,1.178912459209753,1.561021640287783
NL,2025-08-09,2025-08-04/2025-08-10,2,3,1.5938007405145969,1.3315450804932367
NL,2025-08-09,2025-08-04/2025-08-10,1,10,1.0938457636193686,1.4389831108001365
NL,2025-08-09,2025-08-04/2025-08-10,2,0,4.14727867959716,0.27985213472910697
NL,2025-08-09,2025-08-04/2025-08-10,1,4,1.3572136267613213,2.678243211744112
M2,2025-08-09,2025-08-04/2025-08-10,10,2,3.425534068741167,1.346922099140327
SW-SE,2025-08-09,2025-08-04/2025-08-10,1,0,1.5549634792868214,1.0352409121669175
M2,2025-08-09,2025-08-04/2025-08-10,4,2,2.47516068206717,2.711610430652925
M2,2025-08-09,2025-08-04/2025-08-10,1,2,2.573288128367575,2.2020295299628234
M2,2025-08-09,2025-08-04/2025-08-10,0,4,1.5920729164364482,3.8349134501218343
M2,2025-08-09,2025-08-04/2025-08-10,3,0,1.2841190026266225,1.3326645304991893
NO-1DK,2025-08-09,2025-08-04/2025-08-10,1,5,0.9497978941663417,2.1781599450471396
NO-1DK,2025-08-09,2025-08-04/2025-08-10,1,1,1.695245622026592,1.2229622659622337
M2,2025-08-09,2025-08-04/2025-08-10,2,1,2.075364703016103,1.2507544755172706
SW-SE,2025-08-09,2025-08-04/2025-08-10,2,0,1.6913907963378085,1.3899079874913127
SW-SE,2025-08-09,2025-08-04/2025-08-10,0,1,1.9114347050960772,1.6409088696031122
M1,2025-08-10,2025-08-04/2025-08-10,0,0,1.9506386021708546,1.4090805514956375
M1,2025-08-10,2025-08-04/2025-08-10,2,1,2.2892710652400434,0.9313547412931287
M1,2025-08-10,2025-08-04/2025-08-10,3,1,2.2700020818448214,2.6339544062116484
M1,2025-08-10,2025-08-04/2025-08-10,3,2,1.0929540568977865,1.9540945609893732
M1,2025-08-10,2025-08-04/2025-08-10,2,1,1.3005179076816122,1.4852202380396191
NO-PN1,2025-08-10,2025-08-04/2025-08-10,0,2,1.3979832201818485,1.2450993189716175
NO-PN1,2025-08-10,2025-08-04/2025-08-10,5,0,3.4389043210767603,0.894542060778711
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,1,2,1.3176346255706073,1.2084007521604572
NO-1DK,2025-08-10,2025-08-04/2025-08-10,4,0,2.383472609524733,0.7744737690673889
NO-1DK,2025-08-10,2025-08-04/2025-08-10,1,1,1.6741597191721258,0.917307626474787
SW-ES,2025-08-10,2025-08-04/2025-08-10,3,0,1.4682919668157584,0.5288073548894554
SW-AL,2025-08-10,2025-08-04/2025-08-10,0,0,1.4060083076976566,2.043041614768455
SW-AL,2025-08-10,2025-08-04/2025-08-10,0,0,1.0819404442159999,0.8192618751329781
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,5,1,1.8357507439146232,0.6936660920040743
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,0,2,1.0779028229026701,1.9724540581505519
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,2,1,2.4144104671689264,1.3265617702325292
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,2,1,1.7046481300055525,1.14342684490084
NO-ELI,2025-08-10,2025-08-04/2025-08-10,0,0,1.141432985668639,1.929609695627558
NO-ELI,2025-08-10,2025-08-04/2025-08-10,3,2,0.4608625318975668,2.160719725584609
NO-ELI,2025-08-10,2025-08-04/2025-08-10,1,2,2.029071836792789,1.8270855952562157
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,2,3,1.2282964687759796,2.160017422159026
NO-PN1,2025-08-10,2025-08-04/2025-08-10,1,1,1.9119217897531053,1.5307650706214864
SW-AL,2025-08-10,2025-08-04/2025-08-10,0,2,1.1664622981870363,2.336033999765301
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,1,2,1.762159659732946,1.6780798152820235
NO-PN2,2025-08-10,2025-08-04/2025-08-10,3,1,1.414243823635257,1.029195413982273
SW-EN,2025-08-10,2025-08-04/2025-08-10,1,0,2.919416208987015,0.7992713668047221
SW-SE,2025-08-10,2025-08-04/2025-08-10,2,0,1.4007387864143972,0.9506453880873158
SW-EN,2025-08-10,2025-08-04/2025-08-10,4,1,2.1276890194930513,0.7269214423570978
SW-EN,2025-08-10,2025-08-04/2025-08-10,1,0,1.4427864484691768,0.9985949163587146
SW-SE,2025-08-10,2025-08-04/2025-08-10,0,2,1.188891805895781,0.8572451891980577
NO-OBOS,2025-08-10,2025-08-04/2025-08-10,0,2,1.4634499087987982,1.6199899148978723
SW-AL,2025-08-10,2025-08-04/2025-08-10,1,1,0.9588090158632255,1.490692784962709
SW-SE,2025-08-10,2025-08-04/2025-08-10,3,0,1.6995728091207445,1.5637540823368734
M2,2025-08-10,2025-08-04/2025-08-10,0,4,0.661643789170292,6.859562547323758
VL,2025-08-10,2025-08-04/2025-08-10,1,2,1.5178270511131,1.906788655580208
NO-PN2,2025-08-10,2025-08-04/2025-08-10,4,3,2.4001878849787874,1.4787600673094832
SW-DA,2025-08-10,2025-08-04/2025-08-10,2,1,1.8069650351083966,1.1945185934590574
NO-PN2,2025-08-10,2025-08-04/2025-08-10,2,1,0.8364477321666458,1.9304135328465848
NO-PN2,2025-08-10,2025-08-04/2025-08-10,2,0,1.596042914367416,1.6343620969922639
M2,2025-08-10,2025-08-04/2025-08-10,3,1,2.351734682317521,1.5616482561194374
SW-ES,2025-08-11,2025-08-11/2025-08-17,2,1,1.0601814733123405,1.4361484396385091
VL,2025-08-11,2025-08-11/2025-08-17,5,1,1.7498004643070064,1.8388674314067697
SW-EN,2025-08-11,2025-08-11/2025-08-17,1,1,1.2683421304558327,1.0542051012631095
SW-AL,2025-08-11,2025-08-11/2025-08-17,2,2,2.251314158840529,0.9667604032069025
SW-AL,2025-08-11,2025-08-11/2025-08-17,0,1,1.7702068642674849,1.0050440688822604
SW-SE,2025-08-12,2025-08-11/2025-08-17,2,1,2.2328011396544545,0.839331380157168
SW-DA,2025-08-12,2025-08-11/2025-08-17,2,2,0.9212615349808806,1.8772664035115822
SW-EE,2025-08-13,2025-08-11/2025-08-17,2,1,1.1116116905267839,1.5569692390811307
NO-TS,2025-08-13,2025-08-11/2025-08-17,4,1,3.3454564910288287,0.9294256467851906
SW-ES,2025-08-15,2025-08-11/2025-08-17,0,3,2.3653478919029083,1.1524301558834518
SW-EN,2025-08-15,2025-08-11/2025-08-17,3,2,1.423285575334065,2.4399297846537227
SW-EN,2025-08-15,2025-08-11/2025-08-17,5,4,1.7537719701050791,1.5600904454216349
VL,2025-08-15,2025-08-11/2025-08-17,0,0,1.7029858208608828,1.6578595398930365
SW-EE,2025-08-15,2025-08-11/2025-08-17,2,1,1.0867103355266021,1.1419583484273135
NO-TS,2025-08-15,2025-08-11/2025-08-17,0,4,0.9813693667081876,1.023706726692248
M1L,2025-08-15,2025-08-11/2025-08-17,1,3,1.90018595421581,1.442906503213176
SW-EE,2025-08-15,2025-08-11/2025-08-17,3,1,1.8879729981661721,1.890128912410268
NL,2025-08-15,2025-08-11/2025-08-17,1,0,0.5679306255181246,1.6716623269560111
NO-ELI,2025-08-15,2025-08-11/2025-08-17,0,5,0.88270265483179,2.8674879927058123
SW-SE,2025-08-15,2025-08-11/2025-08-17,3,2,1.3081989935990674,0.5128184193452071
M1,2025-08-15,2025-08-11/2025-08-17,1,2,2.3841038345616976,1.2041134262615758
SW-SE,2025-08-15,2025-08-11/2025-08-17,1,1,1.623043660959635,1.5807472996873402
M1L,2025-08-15,2025-08-11/2025-08-17,2,0,2.180454233996613,0.9840664326067257
SW-AL,2025-08-16,2025-08-11/2025-08-17,2,1,1.458430459647016,2.285155139865228
SW-EN,2025-08-16,2025-08-11/2025-08-17,1,4,1.536227817385163,2.3514911763686
SW-EN,2025-08-16,2025-08-11/2025-08-17,5,1,1.214337463077466,1.3699785571685927
SW-EN,2025-08-16,2025-08-11/2025-08-17,2,1,1.2238389907131626,1.3866908370071747
VL,2025-08-16,2025-08-11/2025-08-17,3,0,1.4964547798659762,1.487753908994993
VL,2025-08-16,2025-08-11/2025-08-17,0,4,1.0623372463564966,2.4499459475312446
SW-SE,2025-08-16,2025-08-11/2025-08-17,1,3,1.0723075102113198,1.2699917562259817
M2,2025-08-16,2025-08-11/2025-08-17,1,2,1.3666505505971478,1.4180663355294367
M2,2025-08-16,2025-08-11/2025-08-17,4,0,2.945658904208312,0.7769341982349242
M2,2025-08-16,2025-08-11/2025-08-17,1,0,1.9293576933649248,1.634841268560857
NO-PN2,2025-08-16,2025-08-11/2025-08-17,0,2,1.5270293357151432,0.7173026332037519
NO-PN2,2025-08-16,2025-08-11/2025-08-17,2,1,1.7501645700907869,1.4362335715819936
NO-PN2,2025-08-16,2025-08-11/2025-08-17,2,2,1.3667982169077078,2.270700822490683
NO-PN2,2025-08-16,2025-08-11/2025-08-17,2,1,2.8703217111979797,1.129281720870022
NO-PN2,2025-08-16,2025-08-11/2025-08-17,6,2,2.803450062277193,0.912719168826709
SW-EE,2025-08-16,2025-08-11/2025-08-17,0,4,1.7296880899595253,1.2753381004455235
SW-EE,2025-08-16,2025-08-11/2025-08-17,2,1,1.1584191164674016,0.8136703073584942
SW-EE,2025-08-16,2025-08-11/2025-08-17,1,2,0.791975911249484,2.0467472304909693
M2,2025-08-16,2025-08-11/2025-08-17,2,1,1.9809747562741746,0.8524933733456932
M2,2025-08-16,2025-08-11/2025-08-17,4,0,2.679536392152394,1.4779970423397508
SW-EN,2025-08-16,2025-08-11/2025-08-17,3,1,1.82004658055142,0.8196598738491037
SW-SE,2025-08-16,2025-08-11/2025-08-17,0,1,0.6462506891148742,2.007242450963086
M2,2025-08-16,2025-08-11/2025-08-17,3,0,5.099502631318501,0.9241637714785303
SW-AL,2025-08-16,2025-08-11/2025-08-17,0,4,0.6416563197207921,1.8952957895683715
M1L,2025-08-16,2025-08-11/2025-08-17,0,1,1.5782199253334785,1.4973814030431103
M1L,2025-08-16,2025-08-11/2025-08-17,2,2,3.160026657550778,0.8825674546971387
M2,2025-08-16,2025-08-11/2025-08-17,4,2,2.353840084969989,2.216702138146676
M2,2025-08-16,2025-08-11/2025-08-17,2,3,1.7516462044151322,4.209696471593197
M2,2025-08-16,2025-08-11/2025-08-17,11,0,5.949355075309397,0.7413712975176604
SW-SE,2025-08-16,2025-08-11/2025-08-17,3,1,1.5446771782404691,1.7712222044908943
M2,2025-08-16,2025-08-11/2025-08-17,2,3,2.206164703844291,2.3105450773147727
SW-SE,2025-08-16,2025-08-11/2025-08-17,0,0,1.5433303725829277,1.1702447430058853
SW-EN,2025-08-16,2025-08-11/2025-08-17,0,2,0.8388474237606701,1.8160539909455762
SW-DA,2025-08-16,2025-08-11/2025-08-17,2,1,1.5767768611894493,0.9429219098316922
SW-DA,2025-08-16,2025-08-11/2025-08-17,0,5,0.9244976561919418,2.6751906600979862
M2,2025-08-16,2025-08-11/2025-08-17,4,1,1.5573457054880713,1.8513902512630434
M2,2025-08-16,2025-08-11/2025-08-17,1,0,1.608359140128758,1.3915392370726722
M1,2025-08-16,2025-08-11/2025-08-17,3,1,1.6527684751750902,1.7578185433121416
M1,2025-08-16,2025-08-11/2025-08-17,2,1,2.613437608208063,0.8159480725473436
M1,2025-08-16,2025-08-11/2025-08-17,2,3,1.6266875922198536,0.9733724374404461
M1,2025-08-16,2025-08-11/2025-08-17,2,2,1.9011999790724559,1.2047580360473775
M2,2025-08-16,2025-08-11/2025-08-17,7,0,2.934446839392871,0.7945432894092305
M2,2025-08-16,2025-08-11/2025-08-17,7,0,3.5629635046986645,0.8101444110185347
SW-DA,2025-08-16,2025-08-11/2025-08-17,3,2,0.8428415470535029,2.3029455863071813
NO-OBOS,2025-08-16,2025-08-11/2025-08-17,3,0,1.600718244017568,0.8648871993044488
NO-PN1,2025-08-16,2025-08-11/2025-08-17,0,3,1.3797780443261025,1.372542923240987
NO-TS,2025-08-16,2025-08-11/2025-08-17,1,1,1.1068301610474833,1.5900936720354741
NO-1DK,2025-08-16,2025-08-11/2025-08-17,0,3,2.1098845567300235,1.7683935409530998
NO-1DK,2025-08-16,2025-08-11/2025-08-17,2,0,2.0213836975178734,0.7321999746650119
NO-1DK,2025-08-16,2025-08-11/2025-08-17,2,1,3.618578149779813,0.7876285690535365
NO-TS,2025-08-16,2025-08-11/2025-08-17,2,1,2.135624282731428,0.6900996717705224
SW-ES,2025-08-16,2025-08-11/2025-08-17,3,2,1.8440248095524192,0.7159355819342703
SW-ES,2025-08-16,2025-08-11/2025-08-17,3,3,2.881045718916787,1.7505800637549422
NO-TS,2025-08-16,2025-08-11/2025-08-17,0,0,3.864363395636835,0.4979953712346744
SW-ES,2025-08-16,2025-08-11/2025-08-17,2,1,0.9730528804395058,1.663574839657384
NO-TS,2025-08-16,2025-08-11/2025-08-17,2,1,1.54005430593722,0.6347303439780267
SW-ES,2025-08-16,2025-08-11/2025-08-17,1,4,0.8398380854508989,1.1693342810677607
SW-ES,2025-08-16,2025-08-11/2025-08-17,2,4,0.97056980366361,2.0505688635241532
SW-ES,2025-08-16,2025-08-11/2025-08-17,3,1,2.6147584510879582,1.1005955429874628
SW-DA,2025-08-17,2025-08-11/2025-08-17,2,0,1.6831146031455202,0.7303767101536274
NO-ELI,2025-08-17,2025-08-11/2025-08-17,0,0,1.8321758055523265,0.9912396662043995
NO-ELI,2025-08-17,2025-08-11/2025-08-17,4,0,1.7602161128552438,1.5175769273205366
NO-OBOS,2025-08-17,2025-08-11/2025-08-17,1,1,1.4857312503399072,1.0713970339194132
NO-OBOS,2025-08-17,2025-08-11/2025-08-17,2,2,1.3624647945079833,1.46778492187933
SW-DA,2025-08-17,2025-08-11/2025-08-17,1,1,1.9862442902940205,1.388143155712197
SW-SE,2025-08-17,2025-08-11/2025-08-17,1,3,0.8845019857972334,2.5332753995990784
SW-AL,2025-08-17,2025-08-11/2025-08-17,1,2,1.3195722117162787,1.0466932283798218
NO-PN2,2025-08-17,2025-08-11/2025-08-17,2,1,2.735617803915087,1.1374816814960382
NO-PN2,2025-08-17,2025-08-11/2025-08-17,2,0,2.4316150950807236,2.437582187209652
VL,2025-08-17,2025-08-11/2025-08-17,1,2,1.0955227117199284,2.611450339926754
NO-ELI,2025-08-17,2025-08-11/2025-08-17,1,0,1.3526644555476501,1.1368823607606553
SW-AL,2025-08-17,2025-08-11/2025-08-17,0,2,1.2607127347149787,0.9690575481650081
SW-AL,2025-08-17,2025-08-11/2025-08-17,1,1,1.5555470721952875,0.6973820953407075
SW-AL,2025-08-17,2025-08-11/2025-08-17,2,4,2.055437185942217,1.4040066306099697
SW-AL,2025-08-17,2025-08-11/2025-08-17,2,1,1.0353237156035224,1.221702642194683
SW-SE,2025-08-17,2025-08-11/2025-08-17,0,1,1.418673895967224,1.6458518712786778
VL,2025-08-17,2025-08-11/2025-08-17,2,1,1.0470130131936615,1.5417154786467497
NO-ELI,2025-08-17,2025-08-11/2025-08-17,1,2,1.8250174056462003,1.3063509569115062
NO-ELI,2025-08-17,2025-08-11/2025-08-17,2,2,1.0838640130322597,1.9676848233141389
SW-DA,2025-08-17,2025-08-11/2025-08-17,2,0,1.9133413113755626,0.634586090722694
NO-PN1,2025-08-17,2025-08-11/2025-08-17,0,0,1.9600471501922094,1.0663448236501458
NO-PN1,2025-08-17,2025-08-11/2025-08-17,1,1,2.2893257457127896,0.9812723348308389
NO-PN1,2025-08-17,2025-08-11/2025-08-17,4,1,2.45930385747342,0.7951615140461245
NO-PN1,2025-08-17,2025-08-11/2025-08-17,0,1,1.287955457397746,1.427606893825207
SW-DA,2025-08-17,2025-08-11/2025-08-17,0,5,1.1167360519948326,3.527331827731542
SW-EN,2025-08-17,2025-08-11/2025-08-17,0,2,0.8948714595371384,1.7532490119696926
NO-PN1,2025-08-17,2025-08-11/2025-08-17,1,0,2.3322143309976,1.3727377391986455
NO-1DK,2025-08-17,2025-08-11/2025-08-17,2,0,1.754694052579202,0.7250888740292907
NO-1DK,2025-08-17,2025-08-11/2025-08-17,5,5,1.777005647458879,1.0385517057122198
SW-ES,2025-08-17,2025-08-11/2025-08-17,5,0,1.1809321929723284,0.5629055398997108
SW-EE,2025-08-17,2025-08-11/2025-08-17,4,0,2.20488363502342,0.5734384671887136
SW-EE,2025-08-17,2025-08-11/2025-08-17,4,0,3.7964473594355894,0.7507504332007463
NO-1DK,2025-08-17,2025-08-11/2025-08-17,0,0,0.8379691282749957,1.382594710932518
SW-AL,2025-08-18,2025-08-18/2025-08-24,3,2,1.6746825942457642,1.0116168871063298
M1L,2025-08-18,2025-08-18/2025-08-24,2,3,2.1387883897198354,1.3975268223985444
M1,2025-08-18,2025-08-18/2025-08-24,1,3,3.4600972844972184,1.1647729996028544
VL,2025-08-18,2025-08-18/2025-08-24,0,4,1.1415849860226162,1.7357096065359872
NO-OBOS,2025-08-18,2025-08-18/2025-08-24,4,3,2.8558782134552954,1.2846769905434892
NO-OBOS,2025-08-18,2025-08-18/2025-08-24,1,2,1.3755945268572212,1.8893980408661286
NO-OBOS,2025-08-18,2025-08-18/2025-08-24,6,0,1.6253817011600407,1.2554951394750553
NO-OBOS,2025-08-18,2025-08-18/2025-08-24,4,2,1.3124233335028601,1.5429441853027257
