league_code,date,week,hg,ag,lam_h,lam_a
NO-PN1,2025-07-06,2025-06-30/2025-07-06,1,1,2.3985946141492667,1.9213900472386374
M1,2025-07-06,2025-06-30/2025-07-06,0,1,3.101522055092403,1.9484689949828229
VL,2025-07-06,2025-06-30/2025-07-06,0,1,0.7310687164844338,2.171079498097647
SW-AL,2025-07-06,2025-06-30/2025-07-06,2,0,0.6481883739493575,2.2125646157186245
SW-AL,2025-07-06,2025-06-30/2025-07-06,0,2,2.5947957457661044,1.2365646378308013
SW-AL,2025-07-06,2025-06-30/2025-07-06,5,1,1.1584520974654022,1.0248500449462576
SW-AL,2025-07-06,2025-06-30/2025-07-06,3,1,1.639612932313309,1.6031673684469163
M2,2025-07-07,2025-07-07/2025-07-13,2,0,2.3647937227818425,1.6593034449096715
SW-AL,2025-07-07,2025-07-07/2025-07-13,0,1,1.6080736190882292,1.5829808619736883
M2,2025-07-07,2025-07-07/2025-07-13,0,0,1.6237384267766186,2.2443981987533075
M1,2025-07-07,2025-07-07/2025-07-13,0,1,2.693411974290976,1.4605287275657202
M1,2025-07-07,2025-07-07/2025-07-13,2,1,2.3813453263313997,0.9199776276618876
VL,2025-07-07,2025-07-07/2025-07-13,0,0,1.4648689215687325,2.3343523174279435
M2,2025-07-08,2025-07-07/2025-07-13,7,1,1.596161778950141,1.1514944420922801
M2,2025-07-08,2025-07-07/2025-07-13,3,1,2.8266944717748324,1.167708893854639
M2,2025-07-08,2025-07-07/2025-07-13,2,3,1.034679684209661,3.758141162069386
M1L,2025-07-08,2025-07-07/2025-07-13,0,3,1.1361927588346665,1.6530563502104718
M1L,2025-07-08,2025-07-07/2025-07-13,1,1,1.8529680808422082,1.3404510569299204
M2,2025-07-08,2025-07-07/2025-07-13,0,3,1.181889014302501,3.0901355570810463
M1L,2025-07-09,2025-07-07/2025-07-13,4,0,1.9321794222900428,0.6009354669176916
M1L,2025-07-09,2025-07-07/2025-07-13,1,1,1.4876264014960947,2.4359337741181037
M1L,2025-07-09,2025-07-07/2025-07-13,4,1,2.8409397609284714,2.2937946034009262
M2,2025-07-10,2025-07-07/2025-07-13,1,2,1.6684449772312688,2.592518403646914
M2,2025-07-10,2025-07-07/2025-07-13,0,2,1.3376716631992,1.7147871978449896
M1,2025-07-11,2025-07-07/2025-07-13,1,3,1.8159103587324128,2.471143544094877
M1,2025-07-11,2025-07-07/2025-07-13,1,0,1.5262311419782872,1.2475796889260482
M2,2025-07-12,2025-07-07/2025-07-13,2,0,1.7169666843743276,1.8543602257875087
M2,2025-07-12,2025-07-07/2025-07-13,2,2,1.6072897702483202,2.3411729020028824
M2,2025-07-12,2025-07-07/2025-07-13,2,2,2.193056795108509,2.161122296225608
NL,2025-07-12,2025-07-07/2025-07-13,1,3,1.8095054124686405,1.2171721166006824
NL,2025-07-12,2025-07-07/2025-07-13,3,1,1.503249519780307,0.5222428170788688
NL,2025-07-12,2025-07-07/2025-07-13,2,5,1.2319678889396863,2.680805651197209
NL,2025-07-12,2025-07-07/2025-07-13,1,6,0.5911983439016482,3.1747709058206395
M2,2025-07-12,2025-07-07/2025-07-13,1,6,1.254013403739889,3.2332870686266375
NO-ELI,2025-07-12,2025-07-07/2025-07-13,4,2,1.1172833156872912,0.9917372206860918
M2,2025-07-12,2025-07-07/2025-07-13,2,3,2.855224801303714,2.1493802250674086
M2,2025-07-12,2025-07-07/2025-07-13,5,2,3.012704870905513,2.0620201716458624
M2,2025-07-12,2025-07-07/2025-07-13,1,1,1.7975155390411601,2.115278194599283
NO-ELI,2025-07-12,2025-07-07/2025-07-13,2,0,2.1602126872414678,1.2092626784636582
SW-AL,2025-07-12,2025-07-07/2025-07-13,1,2,1.3569575836067913,1.674212084469943
SW-AL,2025-07-12,2025-07-07/2025-07-13,3,1,1.812848238629633,0.8426807058840178
NO-PN1,2025-07-12,2025-07-07/2025-07-13,2,0,3.326390104003773,2.1129327615478313
NO-PN1,2025-07-12,2025-07-07/2025-07-13,3,3,0.9643541684704149,0.8901104798183197
M1,2025-07-12,2025-07-07/2025-07-13,3,1,2.8782904998512437,1.2319143009521099
M1,2025-07-12,2025-07-07/2025-07-13,2,1,1.089534284889316,0.8682409443982939
M2,2025-07-12,2025-07-07/2025-07-13,1,2,1.7976166110088732,1.3138145139004977
VL,2025-07-12,2025-07-07/2025-07-13,3,1,1.7176715150937762,0.5874359702687033
NO-ELI,2025-07-13,2025-07-07/2025-07-13,0,2,0.6473979385540569,2.088527326303136
NO-ELI,2025-07-13,2025-07-07/2025-07-13,0,0,1.0334561393911992,1.4240000526568983
NO-ELI,2025-07-13,2025-07-07/2025-07-13,3,1,1.3752547264021486,2.3933172158347786
M2,2025-07-13,2025-07-07/2025-07-13,8,0,3.3175897411534634,1.1149562570210012
M2,2025-07-13,2025-07-07/2025-07-13,1,1,2.5834858878378104,1.236459793712805
NO-ELI,2025-07-13,2025-07-07/2025-07-13,1,0,1.6004707360947061,1.600720578288606
M1L,2025-07-13,2025-07-07/2025-07-13,3,1,1.7419615131401394,1.0386282124550281
M1L,2025-07-13,2025-07-07/2025-07-13,1,4,1.3603004920337605,1.7777087075910707
M1L,2025-07-13,2025-07-07/2025-07-13,1,0,1.8568751199638405,1.8644648402485535
M1L,2025-07-13,2025-07-07/2025-07-13,1,1,2.189280228558497,1.2208562863048267
NO-PN1,2025-07-13,2025-07-07/2025-07-13,1,2,1.1219746113334248,2.030212223708507
NO-PN1,2025-07-13,2025-07-07/2025-07-13,6,1,2.30381986533958,1.038454578568153
NO-PN1,2025-07-13,2025-07-07/2025-07-13,7,0,2.4881398684508933,0.8056790075762902
NO-ELI,2025-07-13,2025-07-07/2025-07-13,2,0,1.2633638362026394,0.8565759635583584
NO-ELI,2025-07-13,2025-07-07/2025-07-13,2,3,0.8593902505619093,2.3710792211937424
NO-PN1,2025-07-13,2025-07-07/2025-07-13,1,2,1.76249906486856,1.1417606303559409
M1,2025-07-13,2025-07-07/2025-07-13,1,1,1.8516945122438309,0.9912492019377067
SW-AL,2025-07-13,2025-07-07/2025-07-13,2,0,1.2822011247936251,0.9076802458091234
SW-AL,2025-07-13,2025-07-07/2025-07-13,1,0,0.7538581669200511,1.265720167313822
VL,2025-07-13,2025-07-07/2025-07-13,3,2,2.159967585327412,1.5714823938373366
VL,2025-07-13,2025-07-07/2025-07-13,2,0,1.6171058681162376,1.438626812336683
SW-AL,2025-07-13,2025-07-07/2025-07-13,3,0,2.4502087685301146,0.8832313143067185
SW-AL,2025-07-13,2025-07-07/2025-07-13,4,1,2.054650911657901,1.250583439060326
SW-AL,2025-07-13,2025-07-07/2025-07-13,3,2,0.6737996896286446,0.9358295695919094
M1L,2025-07-14,2025-07-14/2025-07-20,2,2,2.2783015603724843,1.4080339829214572
NO-PN1,2025-07-14,2025-07-14/2025-07-20,2,4,1.8552037997197655,1.9642333690563325
VL,2025-07-14,2025-07-14/2025-07-20,3,2,2.0398786253659815,1.0782611070903534
M2,2025-07-14,2025-07-14/2025-07-20,3,3,1.8385331900256063,1.7613570574721893
M2,2025-07-14,2025-07-14/2025-07-20,4,1,1.6194373509152955,2.219469039449331
SW-AL,2025-07-14,2025-07-14/2025-07-20,1,2,1.0035923666871625,2.299557312429854
M1L,2025-07-16,2025-07-14/2025-07-20,3,2,0.9517476486027521,1.3478465831620812
M2,2025-07-16,2025-07-14/2025-07-20,3,0,1.3458787742333465,1.50138213791237
NO-ELI,2025-07-16,2025-07-14/2025-07-20,0,1,1.1023042479639344,1.7575404595973585
NL,2025-07-16,2025-07-14/2025-07-20,2,1,1.6663528345553427,1.0763394558710015
M1,2025-07-16,2025-07-14/2025-07-20,2,1,2.566388030505683,1.1525626108960734
M2,2025-07-17,2025-07-14/2025-07-20,1,1,1.5220871542473768,1.5441673350476766
NL,2025-07-17,2025-07-14/2025-07-20,1,0,2.114412176177914,0.6695534367876762
M2,2025-07-18,2025-07-14/2025-07-20,0,8,1.6181643985265817,3.629441940357827
VL,2025-07-18,2025-07-14/2025-07-20,2,2,0.6401871567328337,2.6582227744869624
NO-ELI,2025-07-18,2025-07-14/2025-07-20,2,2,1.2183474246712795,0.6670271838189822
NL,2025-07-18,2025-07-14/2025-07-20,4,0,3.6178464641624015,1.1662641879638485
NO-PN2,2025-07-18,2025-07-14/2025-07-20,1,1,1.1395814727042877,1.3314555461225002
M1L,2025-07-18,2025-07-14/2025-07-20,3,2,3.0523194656801076,0.8207335037657113
M2,2025-07-18,2025-07-14/2025-07-20,0,2,2.4794497056929563,1.5030278546599767
M1L,2025-07-19,2025-07-14/2025-07-20,1,1,1.824531711035339,1.3381881658315553
M1L,2025-07-19,2025-07-14/2025-07-20,2,2,1.0575908554346412,2.8824114363890874
NO-PN2,2025-07-19,2025-07-14/2025-07-20,5,0,3.033714484525738,0.9288314512493082
M1L,2025-07-19,2025-07-14/2025-07-20,4,1,2.4354798130180586,1.6618833464451086
SW-AL,2025-07-19,2025-07-14/2025-07-20,0,2,0.5515051376377452,1.3257133881554501
M2,2025-07-19,2025-07-14/2025-07-20,1,2,1.9671550185317126,1.5392495451766057
M2,2025-07-19,2025-07-14/2025-07-20,5,0,7.743557490938615,0.4547250645634357
M2,2025-07-19,2025-07-14/2025-07-20,1,1,2.8532855745219567,0.9646038077425116
M2,2025-07-19,2025-07-14/2025-07-20,0,6,2.4360863892657423,3.6954155856181004
M2,2025-07-19,2025-07-14/2025-07-20,2,1,5.04746207453224,0.8752984801860504
M2,2025-07-19,2025-07-14/2025-07-20,0,2,2.405351586823526,1.5561868408754256
M2,2025-07-19,2025-07-14/2025-07-20,1,2,1.573686644474841,1.5847809377434652
SW-SE,2025-07-19,2025-07-14/2025-07-20,0,3,1.4133315266655122,1.2918543811737029
M1,2025-07-19,2025-07-14/2025-07-20,0,0,2.7710731733731016,1.0615068744748017
M1,2025-07-19,2025-07-14/2025-07-20,1,4,2.0443852036354,0.5404737481800691
M1,2025-07-19,2025-07-14/2025-07-20,1,4,1.1704558429467657,2.00037763762977
M1,2025-07-19,2025-07-14/2025-07-20,3,1,1.986153254394815,2.28965209975099
NO-PN2,2025-07-19,2025-07-14/2025-07-20,4,1,3.1032050375635736,1.0953068349057877
NO-PN2,2025-07-19,2025-07-14/2025-07-20,4,5,1.4739520184898514,1.4567273415824373
VL,2025-07-19,2025-07-14/2025-07-20,1,1,1.108956010164638,1.5626066237306913
NO-ELI,2025-07-19,2025-07-14/2025-07-20,2,0,1.6067221359294896,1.4742560179862976
NO-ELI,2025-07-19,2025-07-14/2025-07-20,2,4,1.776610489381176,1.7560281282557382
NO-ELI,2025-07-19,2025-07-14/2025-07-20,4,1,2.4040451380492964,1.1323447256538715
SW-AL,2025-07-19,2025-07-14/2025-07-20,0,3,0.8690247691646877,2.2466660868585646
SW-AL,2025-07-19,2025-07-14/2025-07-20,1,0,1.0023502702082077,1.3413781558691378
SW-SE,2025-07-19,2025-07-14/2025-07-20,3,1,1.1685779713470033,1.3622128707637633
NO-PN2,2025-07-19,2025-07-14/2025-07-20,4,0,1.6036812287465416,1.5054150150809815
SW-SE,2025-07-19,2025-07-14/2025-07-20,1,1,1.2512461391799965,1.5630832260917353
SW-SE,2025-07-19,2025-07-14/2025-07-20,0,1,1.6736622133502448,1.8855568806279945
NL,2025-07-19,2025-07-14/2025-07-20,0,2,1.2594296306876858,1.573688438627854
SW-SE,2025-07-20,2025-07-14/2025-07-20,2,2,2.0095324604119864,0.9194685676941341
M2,2025-07-20,2025-07-14/2025-07-20,2,1,2.5780876495202483,1.5045780136396216
M1,2025-07-20,2025-07-14/2025-07-20,1,0,2.468732359764331,1.0337685747306087
SW-AL,2025-07-20,2025-07-14/2025-07-20,3,2,1.5410194745925727,0.7546097832293577
SW-AL,2025-07-20,2025-07-14/2025-07-20,0,0,1.365725699767681,2.1735122165826564
SW-AL,2025-07-20,2025-07-14/2025-07-20,2,0,1.3790857818465816,0.8631202924070275
SW-AL,2025-07-20,2025-07-14/2025-07-20,0,1,1.6950118241680434,1.6836458928220774
NO-ELI,2025-07-20,2025-07-14/2025-07-20,1,1,1.087658583285662,1.4555709115442046
NO-ELI,2025-07-20,2025-07-14/2025-07-20,3,1,2.229504645585576,1.0889545685704463
NO-ELI,2025-07-20,2025-07-14/2025-07-20,6,0,1.4980643184811906,1.0045213708938103
NO-ELI,2025-07-20,2025-07-14/2025-07-20,3,0,2.1093568906475353,0.4661750652090103
NO-PN2,2025-07-20,2025-07-14/2025-07-20,1,0,1.2777794611588253,1.6768600318576972
SW-SE,2025-07-20,2025-07-14/2025-07-20,0,2,1.2936902835519402,0.9290317867634718
VL,2025-07-20,2025-07-14/2025-07-20,3,1,2.8913727271180107,1.108589893843673
VL,2025-07-20,2025-07-14/2025-07-20,0,1,0.9636409262903634,2.1091359474068327
VL,2025-07-20,2025-07-14/2025-07-20,3,1,2.0175581790565964,1.2698142737633444
NO-PN2,2025-07-20,2025-07-14/2025-07-20,1,2,1.556717809965083,2.153198704177794
SW-SE,2025-07-21,2025-07-21/2025-07-27,1,2,1.6237462228679695,1.5303295808454171
VL,2025-07-21,2025-07-21/2025-07-27,1,1,1.2675425619343221,1.2803974278642059
SW-AL,2025-07-21,2025-07-21/2025-07-27,3,1,1.6510530181705818,1.0650116572934616
M2,2025-07-21,2025-07-21/2025-07-27,1,3,1.126955328755724,1.4961628136079093
SW-SE,2025-07-21,2025-07-21/2025-07-27,1,2,1.6925368435613866,0.8393511333948211
M2,2025-07-21,2025-07-21/2025-07-27,1,1,3.1305659923258773,0.8169228299938613
NO-OBOS,2025-07-22,2025-07-21/2025-07-27,2,2,1.6734589695249136,1.3393259388847216
M2,2025-07-22,2025-07-21/2025-07-27,6,1,1.711952866494029,2.0336131829398143
M1L,2025-07-23,2025-07-21/2025-07-27,3,1,2.378514732686772,0.8342047947575426
M2,2025-07-24,2025-07-21/2025-07-27,1,5,1.6863376880301586,3.9396192466553566
M2,2025-07-24,2025-07-21/2025-07-27,1,5,5.027772606008784,1.4486817561066325
M2,2025-07-25,2025-07-21/2025-07-27,1,0,1.2494271262278032,1.500728756121926
M1L,2025-07-25,2025-07-21/2025-07-27,0,2,2.3197701444719376,1.8151537909126922
M1,2025-07-25,2025-07-21/2025-07-27,2,4,1.1695783840956033,1.1544780619268855
M1,2025-07-25,2025-07-21/2025-07-27,1,3,1.742032001038667,0.8304523260922233
VL,2025-07-25,2025-07-21/2025-07-27,2,2,1.1678185236639982,1.4304038367888188
M2,2025-07-25,2025-07-21/2025-07-27,3,0,1.5978709291693627,1.509760139703113
M1L,2025-07-25,2025-07-21/2025-07-27,1,1,1.4091718247472156,0.8400466708796885
M1L,2025-07-25,2025-07-21/2025-07-27,2,1,1.1774321781763049,2.3452786258656255
NO-ELI,2025-07-25,2025-07-21/2025-07-27,3,2,2.284636456309423,0.839112258325238
M1,2025-07-25,2025-07-21/2025-07-27,4,0,1.6930166610365671,1.2641078449902234
SW-SE,2025-07-26,2025-07-21/2025-07-27,1,1,1.8190556443363115,0.7259890237394641
M1,2025-07-26,2025-07-21/2025-07-27,2,1,5.080467479580258,0.9973451738092778
SW-SE,2025-07-26,2025-07-21/2025-07-27,2,2,2.2606863032370446,0.8857428488767866
M2,2025-07-26,2025-07-21/2025-07-27,3,3,1.3866175901044484,2.617128356805488
VL,2025-07-26,2025-07-21/2025-07-27,2,3,1.7105699143793347,1.293084693830931
M1,2025-07-26,2025-07-21/2025-07-27,3,0,1.1058176755373277,1.2410540611926881
M2,2025-07-26,2025-07-21/2025-07-27,10,0,3.4745685803519923,1.1009581073506578
M2,2025-07-26,2025-07-21/2025-07-27,2,1,0.9857547248074272,1.5556785726211348
M2,2025-07-26,2025-07-21/2025-07-27,1,4,1.0863902831051149,2.8499274239335186
VL,2025-07-26,2025-07-21/2025-07-27,0,1,1.570186317414439,1.658690340779528
SW-SE,2025-07-26,2025-07-21/2025-07-27,1,1,1.5506533272522687,1.0539224425049682
SW-EE,2025-07-26,2025-07-21/2025-07-27,2,1,2.222039553625737,1.9503143013263005
M2,2025-07-26,2025-07-21/2025-07-27,1,2,0.8307331897934296,2.663742164474325
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,0,3,0.9133016722077816,1.5106848602822618
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,1,1,2.311462835119178,1.169749121183724
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,1,1,2.3498589418297,1.2251672949906323
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,3,1,1.1950996282637862,1.3092401285918118
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,1,1,1.1506466895088032,3.5301820780354496
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,0,5,1.8171503219814122,1.1567257503507533
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,2,0,2.00958977025743,1.1878293717402124
NL,2025-07-26,2025-07-21/2025-07-27,2,1,2.965975565049842,1.140836236456423
NO-PN2,2025-07-26,2025-07-21/2025-07-27,2,2,1.2441475176071564,2.3376190013094966
NO-ELI,2025-07-26,2025-07-21/2025-07-27,7,2,2.337031044030112,0.7520941996478671
NO-ELI,2025-07-26,2025-07-21/2025-07-27,3,2,1.6086971163177635,1.128718426619446
NO-ELI,2025-07-26,2025-07-21/2025-07-27,0,5,1.1370851344677673,1.3592441993288946
NO-ELI,2025-07-26,2025-07-21/2025-07-27,0,3,0.6385500801575447,1.4651738080422565
NO-PN2,2025-07-26,2025-07-21/2025-07-27,5,0,2.4582823017243878,1.0108134916896387
NL,2025-07-26,2025-07-21/2025-07-27,0,5,0.4855979998362217,3.9675329024908685
NO-PN2,2025-07-26,2025-07-21/2025-07-27,1,3,1.49543848467892,1.6485782859978926
NO-OBOS,2025-07-26,2025-07-21/2025-07-27,2,2,1.5755377054416222,1.1817112254475446
NO-PN2,2025-07-26,2025-07-21/2025-07-27,1,0,0.7650887194439201,1.6991809420269226
SW-EE,2025-07-26,2025-07-21/2025-07-27,1,0,3.5653071593963257,0.5642136816027931
SW-EE,2025-07-26,2025-07-21/2025-07-27,0,3,0.7957774688216507,1.2712206753243522
SW-AL,2025-07-26,2025-07-21/2025-07-27,2,3,0.8579476296919987,1.3307989808539957
M2,2025-07-26,2025-07-21/2025-07-27,2,3,1.670055728045352,2.6037939986366334
M2,2025-07-26,2025-07-21/2025-07-27,1,3,1.2855322041697068,2.8520164459348796
M2,2025-07-26,2025-07-21/2025-07-27,1,2,1.7797273126657025,1.221620318612446
SW-AL,2025-07-26,2025-07-21/2025-07-27,0,0,1.5909968254692253,2.1807077222695836
SW-AL,2025-07-26,2025-07-21/2025-07-27,3,0,2.161408545769674,0.5677303383564554
SW-EE,2025-07-27,2025-07-21/2025-07-27,1,2,0.8706301650696119,0.9432479831632694
SW-EE,2025-07-27,2025-07-21/2025-07-27,6,1,2.1022256101206853,2.0029649803768366
SW-EE,2025-07-27,2025-07-21/2025-07-27,0,1,1.5665853591480954,1.2455930960200372
NO-ELI,2025-07-27,2025-07-21/2025-07-27,1,3,1.6394439752292718,2.2513554400655806
NO-ELI,2025-07-27,2025-07-21/2025-07-27,4,1,1.130326167910459,1.2574043191141917
SW-EE,2025-07-27,2025-07-21/2025-07-27,1,0,2.394011224469716,0.9459236711858745
SW-SE,2025-07-27,2025-07-21/2025-07-27,1,0,2.0498328372652614,1.2677261135271123
SW-AL,2025-07-27,2025-07-21/2025-07-27,2,1,2.602261676138384,0.7459981966750281
NL,2025-07-27,2025-07-21/2025-07-27,1,0,1.1021078350839413,1.3526397929095482
SW-AL,2025-07-27,2025-07-21/2025-07-27,0,0,1.5910893331612137,0.5584176749068333
VL,2025-07-27,2025-07-21/2025-07-27,4,1,1.7687396190944096,1.123358425044385
SW-AL,2025-07-27,2025-07-21/2025-07-27,1,6,1.2922481463901998,1.0703511674167407
SW-SE,2025-07-27,2025-07-21/2025-07-27,1,1,1.8918386610083902,1.5186588945331732
SW-SE,2025-07-27,2025-07-21/2025-07-27,6,0,1.8921208765343658,1.144190155569171
NO-PN2,2025-07-27,2025-07-21/2025-07-27,2,2,3.514673959114329,1.7296170467789922
SW-AL,2025-07-27,2025-07-21/2025-07-27,2,3,0.658806794957926,1.7836629907265076
NO-PN2,2025-07-27,2025-07-21/2025-07-27,3,2,1.7779194888022938,1.5207157471441872
M2,2025-07-27,2025-07-21/2025-07-27,1,0,3.1797451508429098,1.247353635255789
M1,2025-07-28,2025-07-28/2025-08-03,2,1,2.4385399752152885,1.3226008736968418
SW-SE,2025-07-28,2025-07-28/2025-08-03,3,0,1.6832304372334104,0.7679796912666224
VL,2025-07-28,2025-07-28/2025-08-03,2,4,1.0932565062081798,2.128774735300003
SW-SE,2025-07-28,2025-07-28/2025-08-03,1,2,1.3679768046151077,1.2084256286029098
M1L,2025-07-28,2025-07-28/2025-08-03,3,0,2.036196858677609,0.9188334802246627
SW-AL,2025-07-28,2025-07-28/2025-08-03,4,3,1.6175283893027834,1.10628208142818
M1L,2025-07-28,2025-07-28/2025-08-03,1,1,3.776415462594246,1.50109519119149
M1,2025-07-29,2025-07-28/2025-08-03,3,1,1.8841620071433434,1.033986972573767
NL,2025-07-29,2025-07-28/2025-08-03,2,2,1.3802885966148521,1.1601133094108924
M2,2025-07-29,2025-07-28/2025-08-03,6,0,3.243074529271739,2.0192018614078684
NO-TS,2025-07-29,2025-07-28/2025-08-03,2,0,1.4095303217939876,1.3726286773235765
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,0,3,1.8531227543865199,1.6302069282020841
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,2,0,1.1378748147883142,1.980779861389111
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,1,0,1.9090346235992937,2.0444769517999886
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,3,1,1.345615534851277,2.3654107043207673
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,2,0,1.4788292093575897,1.107205123501401
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,0,0,1.3960485819700195,1.8498101167657015
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,2,1,2.033598056667681,0.6629921565491815
NO-OBOS,2025-07-30,2025-07-28/2025-08-03,2,2,1.2107336637943245,1.118078066603367
NO-ELI,2025-07-30,2025-07-28/2025-08-03,1,0,4.630794307318244,0.7829892072013764
M1,2025-08-01,2025-07-28/2025-08-03,1,6,1.5664811838155481,1.144851682717359
SW-SE,2025-08-01,2025-07-28/2025-08-03,0,0,1.0414815748933113,1.6868263475197747
M1,2025-08-01,2025-07-28/2025-08-03,3,5,1.2371844195551354,1.0803155610920092
M1,2025-08-01,2025-07-28/2025-08-03,2,2,2.630669056374024,2.014514041465062
M2,2025-08-01,2025-07-28/2025-08-03,1,2,1.8568184478111078,1.3883619012708324
M2,2025-08-01,2025-07-28/2025-08-03,1,3,1.7736814515497925,2.0772174057024264
M2,2025-08-01,2025-07-28/2025-08-03,0,3,1.3424887629119304,2.4426158276497025
SW-EE,2025-08-01,2025-07-28/2025-08-03,0,1,2.3485689110531855,0.9744317761784398
VL,2025-08-01,2025-07-28/2025-08-03,1,1,1.8671903270471002,0.9567719524674423
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,1,2,0.5904823658795632,1.9565620244054387
M1L,2025-08-02,2025-07-28/2025-08-03,1,2,2.0595640568721785,1.3208438400100004
M1L,2025-08-02,2025-07-28/2025-08-03,3,1,1.6760483721409893,1.2546001917593221
M1L,2025-08-02,2025-07-28/2025-08-03,0,3,1.09020931115712,2.0110515485959968
SW-EN,2025-08-02,2025-07-28/2025-08-03,3,2,1.5871831451006504,2.3738767112023647
SW-AL,2025-08-02,2025-07-28/2025-08-03,6,4,1.865028230867361,1.2923162629850478
SW-AL,2025-08-02,2025-07-28/2025-08-03,2,2,0.6414149258996935,1.8372471736018752
M2,2025-08-02,2025-07-28/2025-08-03,1,0,1.8756701915743557,1.4701429260015202
M2,2025-08-02,2025-07-28/2025-08-03,1,5,0.9014233894246229,4.232521722648048
M2,2025-08-02,2025-07-28/2025-08-03,2,1,2.6226320605479736,1.1486392923918063
M2,2025-08-02,2025-07-28/2025-08-03,8,0,2.9626548600469986,1.3575613604902106
SW-EE,2025-08-02,2025-07-28/2025-08-03,1,2,1.5985118829719835,1.9871245928071049
SW-EE,2025-08-02,2025-07-28/2025-08-03,0,3,1.0904416691536054,2.3180162165542018
SW-EE,2025-08-02,2025-07-28/2025-08-03,3,0,1.829315238590074,0.2763319061848758
SW-EE,2025-08-02,2025-07-28/2025-08-03,1,2,2.1787236825002374,1.9385247958594607
M1L,2025-08-02,2025-07-28/2025-08-03,0,3,2.5155713763107963,2.4180237342934396
M1L,2025-08-02,2025-07-28/2025-08-03,3,1,1.53657792194409,1.0495498509710193
SW-EN,2025-08-02,2025-07-28/2025-08-03,1,1,0.8390962090706376,1.091616133381529
VL,2025-08-02,2025-07-28/2025-08-03,0,1,1.4495059330735751,1.4235163012692102
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,3,1,1.3509752230585763,1.5872677640592685
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,4,0,2.759444939194794,0.9746745619411739
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,1,1,2.166391777223938,1.194078972967861
M2,2025-08-02,2025-07-28/2025-08-03,6,0,3.9783640380558296,1.2991678699681388
SW-EN,2025-08-02,2025-07-28/2025-08-03,3,1,2.3478210725228013,0.6848046965268698
SW-EN,2025-08-02,2025-07-28/2025-08-03,0,0,1.8217930019016708,2.0462864459718837
SW-EN,2025-08-02,2025-07-28/2025-08-03,1,1,1.8080347697383312,1.6293023069130648
VL,2025-08-02,2025-07-28/2025-08-03,3,2,1.9369805434047649,0.7936619032802201
SW-SE,2025-08-02,2025-07-28/2025-08-03,2,2,1.1334926822908509,1.5199467240924829
SW-SE,2025-08-02,2025-07-28/2025-08-03,1,2,1.328791976658802,1.9718371943870494
SW-SE,2025-08-02,2025-07-28/2025-08-03,4,1,1.1797493793901945,1.2880342459177814
SW-SE,2025-08-02,2025-07-28/2025-08-03,0,0,0.6744143686281332,1.569697048838515
SW-SE,2025-08-02,2025-07-28/2025-08-03,2,5,1.4973722536252525,1.4260591069663018
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,2,1,1.875739086956956,1.4434747366514395
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,1,0,1.6781055825575313,1.6130300132066757
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,3,3,1.8377947547579592,1.5076028853709877
M2,2025-08-02,2025-07-28/2025-08-03,3,0,1.900512274898948,1.6536270383872798
NO-OBOS,2025-08-02,2025-07-28/2025-08-03,0,3,1.3758310886290288,1.3555865752549723
NO-1DK,2025-08-02,2025-07-28/2025-08-03,1,2,3.072870722720398,1.3815221075999853
NO-1DK,2025-08-02,2025-07-28/2025-08-03,4,2,3.2090727381925324,1.0719210168520645
NO-PN2,2025-08-02,2025-07-28/2025-08-03,5,1,1.038528273157658,2.577719761829606
NO-1DK,2025-08-02,2025-07-28/2025-08-03,3,0,0.8055053162690601,1.010876799287548
NO-1DK,2025-08-02,2025-07-28/2025-08-03,2,0,1.4847219875889295,1.2297425542795328
NO-PN2,2025-08-02,2025-07-28/2025-08-03,4,1,3.256260476798734,0.6806853904814616
NO-PN2,2025-08-02,2025-07-28/2025-08-03,3,2,2.4640473146071717,1.0182727003218799
NO-PN2,2025-08-02,2025-07-28/2025-08-03,2,0,1.8425965564864277,1.0118297090364674
SW-ES,2025-08-02,2025-07-28/2025-08-03,0,1,0.6295997709722931,0.8866113937508598
SW-ES,2025-08-02,2025-07-28/2025-08-03,0,1,1.0546739779387158,1.1912816864634883
SW-ES,2025-08-02,2025-07-28/2025-08-03,0,4,1.5862796317762031,1.3734692910367374
