match_id,league_code,date,home_elo,away_elo,elo_diff,home_form5_pts,away_form5_pts,form5_pts_diff,home_mom5,away_mom5,mom5_diff,home_adj_form5,away_adj_form5,adj_form5_diff,home_sos5,away_sos5,sos5_diff,home_ppg_vs_stronger8,away_ppg_vs_stronger8,ppg_vs_stronger8_diff,home_gp,away_gp,gp_diff
199294-21-brann-2,NO-PN1,2025-09-21,1441.2337692636636,1493.0474888381357,-51.81371957447209,4.0,11.0,-7.0,-22.010529813091807,30.143391044992086,-52.15392085808389,-0.6399018512575261,1.667077031534668,-2.306978882792194,1525.8378913025485,1480.1133673138906,45.72452398865789,0.875,1.6666666666666667,-0.7916666666666667,20,20,0
199294-21-brattv-g,NO-PN1,2025-09-21,1533.6798690093935,1529.2863552326623,4.393513776731197,12.0,13.0,-1.0,28.259548527408242,55.60086268789814,-27.3413141604899,1.1236655505103887,1.6878935664188965,-0.5642280159085078,1480.293197429398,1468.0067467874294,12.286450641968713,1.0,1.75,-0.75,20,20,0
199294-21-tr-ff,NO-PN1,2025-09-21,1472.1491022057908,1533.6094651054898,-61.46036289969902,7.0,8.0,-1.0,11.45559605810763,16.76283445671288,-5.30723839860525,0.3635738996140944,0.12218028147788673,0.2413936181362077,1530.0899916926728,1496.245699794969,33.8442918977039,0.8571428571428571,0.0,0.8571428571428571,20,20,0
199294-21-vard-haugesund,NO-PN1,2025-09-21,1460.7830606165012,1490.5118189656987,-29.728758349197506,3.0,6.0,-3.0,-20.354229981100843,-19.750352107475464,-0.6038778736253789,-0.7343503130721502,-0.24666018359299724,-0.4876901294791529,1491.9733374795373,1513.9552385078246,-21.98190102828721,0.6,1.2,-0.6,20,20,0
199294-22-sandviken,NO-PN1,2025-09-26,1481.330180635356,1575.0357552280793,-93.70557459272322,10.0,8.0,2.0,28.292540554052493,-1.348311867512166,29.64085242156466,1.0444605632375896,-0.16770731080898926,1.2121678740465789,1470.6047392389016,1483.7443430833205,-13.139603844418843,1.6666666666666667,1.0,0.6666666666666667,21,21,0
199294-22-arendal,NO-PN1,2025-09-27,1533.5590262548826,1397.4544729250276,136.10455332985498,6.0,1.0,5.0,2.8818879048621966,-47.585934157449856,50.46782206231205,-0.23917429327873097,-1.449163871714977,1.2099895784362462,1492.642993450971,1509.0224214040197,-16.379427953048662,0.0,0.125,-0.125,21,21,0
199294-22-sandnes-ulf,NO-PN1,2025-09-27,1587.8876838318808,1471.74016658318,116.14751724870075,9.0,6.0,3.0,-7.318777214241209,-6.66730154705283,-0.6514756671883788,-0.19342140093072535,0.16746483260808764,-0.360886233538813,1469.3874729737229,1498.7574185339083,-29.369945560185442,,1.0,,21,21,0
199294-22-lysekloster,NO-PN1,2025-09-28,1519.485307359866,1472.199541056398,47.28576630346811,12.0,8.0,4.0,30.70839772125737,8.776212441345706,21.932185279911664,1.4139118649003208,0.8454575448842143,0.5684543200161065,1484.1351925730476,1529.3159087111958,-45.18071613814823,1.5,1.0,0.5,21,21,0
199294-22-notodden,NO-PN1,2025-09-28,1474.5991676480567,1543.4809168821898,-68.88174923413317,4.0,12.0,-8.0,-15.563466277721545,36.76902108504555,-52.3324873627671,-0.28922480559040403,1.13182662916436,-1.421051434754764,1492.896975755344,1486.8641358015443,6.032839953799794,0.5,,,21,21,0
199294-22-pors,NO-PN1,2025-09-28,1467.4702625365435,1543.2517285930765,-75.78146605653296,3.0,7.0,-4.0,-14.198830622475498,5.771848580201777,-19.970679202677275,-1.1252013274485837,-0.23928833565308405,-0.8859129917954996,1534.321678643891,1514.771352914308,19.550325729582937,1.0,1.5,-0.5,21,21,0
199294-22-fk-eik-t-nsberg-871,NO-PN1,2025-09-29,1479.5547129990198,1452.9510774664432,26.603635532576618,6.0,4.0,2.0,-16.87695037291087,-3.6403362274011215,-13.236614145509748,-0.3029903494920799,-0.5969497398769981,0.29395939038491814,1504.7694714716959,1528.7658954441292,-23.996423972433377,1.2,0.875,0.32499999999999996,21,21,0
199294-23-lysekloster,NO-PN1,2025-10-04,1515.8932407907266,1594.2764931494785,-78.38325235875186,10.0,12.0,-2.0,30.341818188468324,1.7466956952600867,28.595122493208237,0.5937095109022998,0.6273261497499952,-0.03361663884769539,1468.776171054577,1464.840487411297,3.9356836432798445,2.0,,,22,22,0
199294-23-vard-haugesund,NO-PN1,2025-10-04,1465.3513572655825,1468.0149605043114,-2.6636032387289106,5.0,1.0,4.0,-2.3696533350037043,-26.460133890997895,24.09048055599419,-0.03266518447451705,-1.6570527412390708,1.6243875567645536,1520.0268427038393,1524.4660648716622,-4.439222167822891,1.0,1.0,0.0,22,22,0
199294-23-brattv-g,NO-PN1,2025-10-05,1555.174218937956,1539.4239054363507,15.750313501605433,12.0,8.0,4.0,38.857141155710906,0.1246961427784754,38.73244501293243,1.1536498995053899,0.022488868331145606,1.1311610311742442,1495.3370881619182,1478.6783137912785,16.658774370639776,,0.0,,22,22,0
199294-23-fl-y-flekker-y,NO-PN1,2025-10-05,1391.5895937435596,1494.4906915388774,-102.90109779531781,1.0,10.0,-9.0,-40.64481210262761,38.227564421223406,-78.87237652385102,-1.228136188960248,1.1350768473096575,-2.3632130362699053,1512.4708110985473,1488.2465940071518,24.22421709139553,0.125,2.1666666666666665,-2.0416666666666665,22,22,0
199294-23-jerv,NO-PN1,2025-10-05,1542.7070306253086,1561.875244324558,-19.168213699249463,8.0,7.0,1.0,-6.287618023441837,-17.185486362937127,10.89786833949529,0.4085488293071349,-0.4700727016794617,0.8786215309865966,1511.1551209011652,1489.6286672145566,21.526453686608647,1.5,1.0,0.5,22,22,0
199294-23-tr-ff,NO-PN1,2025-10-05,1475.7916076255374,1476.6239780846524,-0.8323704591150545,8.0,7.0,1.0,23.883047646360865,-10.20250330217732,34.085550948538184,0.7491377551554356,0.032634032650603495,0.7165037225048321,1517.40082404567,1504.1070615414537,13.293762504216375,1.0,1.2,-0.19999999999999996,22,22,0
199294-23-brann-2,NO-PN1,2025-10-06,1455.8818123808105,1462.9058655922904,-7.024053211479895,4.0,3.0,1.0,-11.396058842680532,-18.634697389936036,7.238638547255505,-0.4921289808270626,-0.8425160957313018,0.35038711490423924,1516.8169961852186,1508.048957011665,8.768039173553689,1.0,0.5,0.5,22,22,0
199294-24-fk-eik-t-nsberg-871,NO-PN1,2025-10-11,1478.648026556377,1405.0638599942804,73.5841665620967,5.0,4.0,1.0,2.807265255339189,-16.001002284325295,18.808267539664485,-0.43652743201107247,-0.30244871844426496,-0.1340787135668075,1484.6339852335882,1519.8064891059616,-35.172503872373454,1.5,0.5,1.0,23,23,0
199294-24-sandviken,NO-PN1,2025-10-11,1481.0164252881564,1553.3032078202812,-72.28678253212479,7.0,11.0,-4.0,13.767578084710522,20.40134909834387,-6.63377101363335,-0.03384371552759735,1.201654702025155,-1.2354984175527521,1469.9392623778954,1507.6860366549813,-37.74677427708593,2.6,2.0,0.6000000000000001,23,23,0
199294-24-sotra,NO-PN1,2025-10-11,1551.2790671295854,1463.3888120323675,87.89025509721796,7.0,6.0,1.0,-21.877922035279653,-2.7465096606035786,-19.131412374676074,-0.3580832671531142,0.25147444736514124,-0.6095577145182555,1503.0019210794103,1513.3009922988872,-10.2990712194769,1.0,1.0,0.0,23,23,0
199294-24-arendal,NO-PN1,2025-10-12,1529.999545671513,1504.527583974594,25.471961696918925,5.0,7.0,-2.0,-8.884626924890199,2.883371445522698,-11.767998370412897,-0.7420135914526569,-0.24577187299349923,-0.49624171845915765,1488.15631232006,1494.4044053458786,-6.248093025818662,0.0,1.0,-1.0,23,23,0
199294-24-notodden,NO-PN1,2025-10-12,1452.7215407086046,1473.7675591538127,-21.04601844520812,3.0,6.0,-3.0,-30.404711181236962,15.95525765200614,-46.3599688332431,-0.6593701634943268,0.3005426920976293,-0.959912855591956,1505.7755500471376,1528.5126472068794,-22.73709715974178,0.5,1.0,-0.5,23,23,0
199294-24-pors,NO-PN1,2025-10-12,1469.9775057375264,1466.0661372644963,3.911368473030052,2.0,7.0,-5.0,-37.80672055652258,-1.6267706561636714,-36.179949900358906,-1.2034592202728778,0.26634260984855496,-1.4698018301214328,1509.759501805498,1503.9008450337114,5.858656771786627,1.0,1.375,-0.375,23,23,0
199294-24-sandnes-ulf,NO-PN1,2025-10-12,1605.642149965611,1564.5985787027937,41.043571262817295,12.0,12.0,0.0,26.42148441013228,37.11195735296701,-10.690472942834731,0.7492966941613499,1.2122068358515792,-0.46291014169022926,1461.438763825055,1509.6832876650565,-48.24452384000142,,,,23,23,0
199294-25-jerv,NO-PN1,2025-10-18,1540.8790142070227,1456.2090911557896,84.66992305123313,8.0,5.0,3.0,16.4155192353453,-1.1443341398146458,17.559853375159946,0.2539733654849502,0.003266215230189551,0.25070715025476065,1496.7881987841415,1527.1910708326404,-30.40287204849892,2.0,0.875,1.125,24,24,0
199294-25-lysekloster,NO-PN1,2025-10-18,1495.4215345382127,1479.7946512193864,15.62688331882623,4.0,5.0,-1.0,-15.004574388225592,-19.065875804688858,4.061301416463266,-1.1384961196372343,-0.19537988079928909,-0.9431162388379453,1508.469531554555,1505.147792273469,3.3217392810861384,0.75,1.0,-0.25,24,24,0
199294-25-notodden,NO-PN1,2025-10-18,1463.381727225691,1486.248861726504,-22.86713450081288,5.0,5.0,0.0,-5.16469740677735,-2.87582319813896,-2.28887420863839,-0.22062990657200027,-0.7188575776518737,0.4982276710798735,1518.0645360305118,1465.8746518276291,52.189884202882695,1.25,2.0,-0.75,24,24,0
199294-25-sandnes-ulf,NO-PN1,2025-10-18,1602.2474027683363,1539.1055951078945,63.14180766044183,13.0,8.0,5.0,14.588373462597701,-8.702276758482412,23.290650221080114,1.1948897481526302,0.03515714067369902,1.1597326074789311,1481.04757265692,1477.0872160067265,3.9603566501934893,,0.0,,24,24,0
199294-25-brattv-g,NO-PN1,2025-10-19,1567.9933259000684,1558.4587880061633,9.534537893905053,13.0,7.0,6.0,32.48771125771259,-1.414277535096744,33.901988792809334,1.7836612383924588,-0.45668023623950027,2.240341474631959,1525.919018663843,1486.1181091126086,39.80090955123433,1.0,,,24,24,0
199294-25-fl-y-flekker-y,NO-PN1,2025-10-19,1397.4630248241535,1456.2489917826363,-58.78596695848273,3.0,7.0,-4.0,-14.859604412789395,-3.4249228454946206,-11.434681567294774,-0.6137160025766049,0.37060040156556184,-0.9843164041421667,1521.826809490743,1495.811124395929,26.01568509481399,0.5,1.0,-0.5,24,24,0
199294-25-tr-ff,NO-PN1,2025-10-19,1463.1073726367263,1493.4406189014148,-30.33324626468857,3.0,9.0,-6.0,-3.4471619067430765,11.611944440595835,-15.059106347338911,-0.730672599992037,0.4328842139690501,-1.1635568139610872,1501.5251494874526,1489.1292188828306,12.39593060462198,1.1666666666666667,3.0,-1.8333333333333333,24,24,0
199294-26-arendal,NO-PN1,2025-10-25,1531.1891827168702,1548.1523604157856,-16.963177698915388,7.0,8.0,-1.0,-7.072641014855662,13.36870698040184,-20.4413479952575,-0.10084509952581355,0.015795098164645305,-0.11664019769045886,1506.3105561623408,1487.3297282972694,18.980827865071433,0.0,2.0,-2.0,25,25,0
199294-26-brann-2,NO-PN1,2025-10-25,1456.2909228277354,1474.0852022960005,-17.79427946826513,8.0,6.0,2.0,8.936340682672608,-6.5583127405343475,15.494653423206955,0.6273813985029857,0.08067083709205736,0.5467105614109283,1460.5897195982252,1495.1761820320057,-34.586462433780525,1.0,1.5,-0.5,25,25,0
199294-26-fk-eik-t-nsberg-871,NO-PN1,2025-10-25,1499.5265243846115,1610.1638151593606,-110.63729077474909,8.0,13.0,-5.0,-3.9749192055373896,36.59376634668752,-40.568685552224906,0.37561272578803906,1.269706394387018,-0.8940936685989789,1451.5942665856905,1499.3977752494861,-47.80350866379558,2.0,,,25,25,0
199294-26-pors,NO-PN1,2025-10-25,1494.3662244147408,1450.1040645675835,44.26215984715736,8.0,4.0,4.0,9.882456056171577,-18.572780415835723,28.4552364720073,0.8282727970062107,-0.832231400571486,1.6605041975776968,1507.6218196278799,1501.4304856406302,6.1913339872496636,1.0,1.0,0.0,25,25,0
199294-26-sandviken,NO-PN1,2025-10-25,1482.4627892421406,1577.6232480497267,-95.16045880758611,6.0,13.0,-7.0,-0.5886085240174452,52.43779187107725,-53.0264003950947,-0.4410291498331078,1.8309741266805504,-2.272003276513658,1484.8539397384623,1541.4820732577687,-56.6281335193064,3.0,1.0,2.0,25,25,0
199294-26-sotra,NO-PN1,2025-10-25,1548.828865856505,1480.8499613428583,67.97890451364674,6.0,1.0,5.0,-20.59024781940616,-41.89548006664813,21.305232247241975,-0.7995614425635981,-2.018183078741825,1.2186216361782272,1505.9814052959382,1521.990020021234,-16.00861472529573,0.0,0.0,0.0,25,25,0
199294-26-vard-haugesund,NO-PN1,2025-10-25,1448.9357449470267,1397.4210937790544,51.51465116797226,4.0,4.0,0.0,-7.194957043238446,-14.771115106937714,7.576158063699268,-0.49363815289477075,-0.3429250534909049,-0.15071309940386585,1527.7145089276999,1508.527519565369,19.186989362330905,0.75,0.625,0.125,25,25,0
206007-1-sotra,NO-PN1,2026-04-05,1532.598263826904,1497.0805633724592,35.51770045444482,3.0,4.0,-1.0,-35.42007665112715,-32.205791860203135,-3.2142847909240118,-1.7682288083823074,-0.9335309994752775,-0.8346978089070299,1507.2538621071917,1525.0198193906563,-17.76595728346456,0.0,0.75,-0.75,26,26,0
206007-1-bjarg,NO-PN1,2026-04-06,1500.0,1471.6730596530201,28.32694034697988,,6.0,,,-21.37442918511556,,,-0.40238004093065527,,,1512.1318354956745,,,2.25,,0,26,-26
206007-1-fk-eik-t-nsberg-871,NO-PN1,2026-04-06,1513.2631951269168,1453.6008110339176,59.66238409299922,11.0,4.0,7.0,22.751376161218104,-16.476807147381578,39.22818330859968,1.4045200886623799,-0.8749315255891321,2.2794516142515118,1481.4704174942626,1490.7490749116116,-9.278657417348995,2.0,1.0,1.0,26,26,0
206007-1-mj-ndalen,NO-PN1,2026-04-06,1500.0,1541.710299684184,-41.710299684184065,,9.0,,,8.100834578694275,,,0.33963639288756287,,,1521.51120780434,,,0.75,,0,26,-26
206007-1-pors,NO-PN1,2026-04-06,1490.8694779484067,1500.0,-9.130522051593289,9.0,,,16.381800661815078,,,0.9749673088276287,,,1484.0389644457905,,,1.3333333333333333,,,26,0,26
206007-1-tr-ff,NO-PN1,2026-04-06,1487.5358077878816,1588.4129776388472,-100.87716985096563,8.0,13.0,-5.0,15.386705582090826,54.73310862945368,-39.346403047362855,0.6390111138118093,1.8721691981940658,-1.2331580843822565,1479.7124735764548,1532.1173600596644,-52.404886483209566,1.5,1.0,0.5,26,26,0
206007-1-vidar,NO-PN1,2026-04-06,1500.0,1537.6312434484717,-37.63124344847165,,7.0,,,-10.142034611362305,,,-0.23418688102520135,,,1499.5520412043836,,,3.0,,0,26,-26
206007-2-brattv-g,NO-PN1,2026-04-11,1575.0076088171468,1477.1249564702523,97.88265234689447,10.0,8.0,2.0,31.526691934956943,9.654693933708813,21.87199800124813,0.826391244966281,0.3795831652475333,0.4468080797187477,1534.7046880876294,1475.388618727175,59.31606936045432,1.0,1.0,0.0,27,27,0
206007-2-kvik-halden,NO-PN1,2026-04-11,1513.7445214781544,1497.286225660047,16.458295818107445,3.0,10.0,-7.0,,17.731512661027182,,0.5726883949231,0.860926982308106,-0.2882385873850061,1490.8694779484067,1481.6003642077576,9.269113740649118,,1.5,,1,27,-26
206007-2-lysekloster,NO-PN1,2026-04-11,1500.2989493638756,1487.2284762393374,13.070473124538239,4.0,0.0,4.0,-19.18635799599042,,,-0.6497621427854487,-0.5321468233609443,-0.11761531942450443,1537.0995639447576,1537.6312434484717,-0.5316795037140309,0.8,0.0,0.8,27,1,26
206007-2-sandviken,NO-PN1,2026-04-11,1462.659696973414,1529.3798778354876,-66.72018086207368,3.0,4.0,-1.0,-18.67048366194217,-45.65587739259172,26.985393730649548,-1.3262914402276345,-1.3539736037112717,0.02768216348363728,1497.1246844500588,1510.4039386546124,-13.279254204553581,1.8,0.0,1.8,27,27,0
206007-2-arendal,NO-PN1,2026-04-12,1530.3414206783111,1509.0133626796062,21.328057998704935,6.0,3.0,3.0,-3.2176055765714864,,,-0.37843686491831874,0.37555677831692136,-0.7539936432352401,1542.0203132193344,1471.6730596530201,70.3472535663143,1.0,,,27,1,26
206007-2-jerv,NO-PN1,2026-04-12,1550.4027672091343,1511.368879005873,39.03388820326131,9.0,3.0,6.0,7.151038616057804,,,0.3206556909927384,0.47370329191137606,-0.15304760091863767,1506.057988697075,1541.710299684184,-35.652310987109104,3.0,3.0,0.0,27,1,26
206007-2-notodden,NO-PN1,2026-04-12,1469.5777805007874,1500.941176609582,-31.363396108794632,7.0,10.0,-3.0,-5.021387147269252,28.741635553184096,-33.76302270045335,0.2779964545207124,1.047898707668523,-0.7699022531478107,1484.7055305605568,1493.4980076322506,-8.792477071693838,1.2857142857142858,1.5,-0.2142857142857142,27,27,0
206007-3-arendal,NO-PN1,2026-04-18,1515.5826538250042,1456.5909409334001,58.99171289160404,6.0,7.0,-1.0,-23.84125161134648,-6.314924658890277,-17.526326952456202,-0.6007038269378729,0.16122500936648287,-0.7619288363043558,1532.7881419676644,1493.7174034063114,39.07073856135298,1.0,1.1428571428571428,-0.1428571428571428,28,28,0
206007-3-bjarg,NO-PN1,2026-04-18,1523.7721295329131,1523.1455651459253,0.6265643869878659,6.0,6.0,0.0,,,,0.9905053972047075,0.9643985477468894,0.02610684945781816,1501.0072401656657,1494.0778518042268,6.929388361438896,3.0,,,2,2,0
206007-3-fk-eik-t-nsberg-871,NO-PN1,2026-04-18,1487.885181992276,1581.9012757062285,-94.01609371395239,9.0,10.0,-1.0,11.261203907623667,26.727056768272405,-15.465852860648738,0.38488147649578863,0.7209457084764512,-0.3360642319806626,1489.1909469782809,1522.2448982944097,-33.05395131612886,1.5,1.0,0.5,28,28,0
206007-3-mj-ndalen,NO-PN1,2026-04-18,1502.6996652957935,1497.8117481316897,4.887917164103783,3.0,5.0,-2.0,,-18.08149265903694,,0.11248605399139477,-0.27982649345434685,0.3923125474457416,1546.0565334466592,1515.689960562729,30.366572883930075,1.5,0.8,0.7,2,28,-26
206007-3-pors,NO-PN1,2026-04-18,1470.2312895811706,1559.0719809192137,-88.84069133804314,7.0,9.0,-2.0,2.2163290768592105,16.364950293905167,-14.148621217045957,0.010574326818508673,0.24036554578886316,-0.22979121897035448,1497.3198690374877,1495.9567156333378,1.363153404149898,0.8,3.0,-2.2,28,28,0
206007-3-tr-ff,NO-PN1,2026-04-18,1513.9280161769693,1541.1477999524564,-27.21978377548703,12.0,7.0,5.0,38.13640855143194,-20.727444372101672,58.863852923533614,1.6733523759648556,-0.42213613238038017,2.0954885083452357,1492.0887681154777,1494.3944719242334,-2.305703808755652,1.8,0.0,1.8,28,28,0
206007-3-vidar,NO-PN1,2026-04-18,1489.7156774715233,1450.8917748564452,38.82390261507817,1.0,3.0,-2.0,,-43.59891668243222,,-0.4285134386865279,-1.2551937679879646,0.8266803293014366,1518.9650964061736,1524.6827412684443,-5.7176448622706175,0.5,1.2,-0.7,2,28,-26
206007-4-kvik-halden,NO-PN1,2026-04-25,1537.2185349240647,1511.6263174518404,25.59221747222432,9.0,4.0,5.0,,-18.373228219672683,,1.550772288502698,-1.144969902335596,2.6957421908382937,1503.9759443804558,1523.2008133594256,-19.22486897896988,3.0,1.0,2.0,3,29,-26
206007-4-lysekloster,NO-PN1,2026-04-25,1488.0271986340047,1477.0563166182149,10.970882015789812,5.0,6.0,-1.0,-16.500385340589446,-1.5917099381622393,-14.908675402427207,-0.30809732934199974,-0.38302271284537875,0.07492538350337902,1510.2299844875852,1524.5584301206704,-14.328445633085266,0.8,1.0,-0.19999999999999996,29,29,0
206007-4-notodden,NO-PN1,2026-04-25,1460.547277306564,1509.6991597547737,-49.15188244820979,5.0,6.0,-1.0,7.825736597959349,,,-0.11810207996362765,0.40413165644889903,-0.5222337364125267,1502.0804223405496,1508.3866818257522,-6.306259485202645,1.1428571428571428,3.0,-1.8571428571428572,29,3,26
206007-4-sandviken,NO-PN1,2026-04-25,1466.2158661415658,1459.2251300692972,6.990736072268646,3.0,4.0,-1.0,-14.800559146590558,-10.752375668229206,-4.048183478361352,-1.134364698327043,-0.8570633812537171,-0.27730131707332595,1511.9652351986929,1515.9210377684315,-3.95580256973858,1.5,0.8,0.7,29,29,0
206007-4-sotra,NO-PN1,2026-04-25,1554.2766409462697,1512.4842147934785,41.79242615279122,7.0,6.0,1.0,2.9975738166842802,,,-0.17425612749556252,0.5201756163949416,-0.6944317438905041,1504.5023127531538,1529.9749383416693,-25.472625588515484,0.0,1.5,-1.5,29,3,26
206007-4-brattv-g,NO-PN1,2026-04-26,1592.7301410802897,1474.3915861864027,118.33855489388702,12.0,1.0,11.0,28.13156237749604,,,1.0307006325092192,-1.0670172422332214,2.0977178747424405,1498.6935046997428,1496.2739892229308,2.4195154768119664,1.0,0.5,0.5,29,3,26
206007-4-jerv,NO-PN1,2026-04-26,1570.0781404310871,1500.799175183156,69.27896524793118,12.0,12.0,0.0,16.77493261080599,27.03161602934324,-10.25668341853725,1.2166302593360263,1.5704917727679018,-0.35386151343187544,1493.7996884919407,1509.774019964248,-15.974331472307313,3.0,1.6,1.4,29,29,0
206007-5-bjarg,NO-PN1,2026-05-02,1522.0737187498953,1497.6094855919227,24.464233157972558,9.0,8.0,1.0,,2.187951053710094,,0.9197382812456296,0.6983135103776865,0.2214247708679431,1496.4268306959552,1509.6823175673508,-13.255486871395533,3.0,0.8,2.2,4,30,-26
206007-5-fk-eik-t-nsberg-871,NO-PN1,2026-05-02,1467.4740296602968,1565.8082688874786,-98.3342392271818,3.0,10.0,-7.0,-18.774832066207182,24.92925468045587,-43.70408674666305,-1.335520613513121,0.735662852987211,-2.071183466500332,1529.487524402333,1502.717705297414,26.769819104918952,0.75,3.0,-2.25,30,30,0
206007-5-kvik-halden,NO-PN1,2026-05-02,1546.3206727640015,1599.059995698996,-52.73932293499456,12.0,12.0,0.0,,31.066669798927705,,1.9300280318334047,0.8931978187195483,1.0368302131138565,1505.8885376483017,1481.8800643357906,24.008473312511114,3.0,1.0,2.0,4,30,-26
206007-5-arendal,NO-PN1,2026-05-03,1502.5241796119035,1451.9303415463196,50.593838065583896,4.0,3.0,1.0,-36.581415495990996,-41.51027735509524,4.928861859104245,-1.1943751293736184,-1.2721853206592135,0.07781019128559508,1510.1950397905712,1511.1887866852069,-0.9937468946357058,0.75,1.2,-0.44999999999999996,30,30,0
206007-5-pors,NO-PN1,2026-05-03,1473.5106546645434,1562.8581136904425,-89.34745902589907,4.0,10.0,-6.0,-6.283996554843043,4.39932568427912,-10.683322239122163,-0.8689820729248884,0.5845519930807334,-1.4535340660056217,1510.079904089102,1493.4004905318359,16.679413557266116,1.2,0.0,1.2,30,30,0
206007-5-tr-ff,NO-PN1,2026-05-03,1505.0690467267646,1503.9027420493057,1.166304677458811,10.0,6.0,4.0,41.96167409003829,,,1.2909935179485066,0.16261425205441016,1.1283792658940963,1525.1015242701826,1536.0503639928193,-10.948839722636649,1.6,1.0,0.6000000000000001,30,4,26
206007-5-vidar,NO-PN1,2026-05-03,1468.0617315676964,1448.1727183114424,19.889013256253975,1.0,5.0,-4.0,,-15.20900891424867,,-1.3307611846793148,-0.08047276067253906,-1.2502884240067758,1520.3880271872704,1506.7704819462035,13.617545241066864,0.3333333333333333,1.1428571428571428,-0.8095238095238095,4,30,-26
206007-6-lysekloster,NO-PN1,2026-05-09,1500.4706318690617,1474.5218761197689,25.948755749292786,6.0,4.0,2.0,19.620670526203412,-19.84434829497195,39.46501882117536,0.141252854025104,-0.6811500761932402,0.8224029302183442,1504.331288146029,1532.6307139136738,-28.299425767644834,1.0,1.1666666666666667,-0.16666666666666674,31,31,0
206007-6-notodden,NO-PN1,2026-05-09,1462.8843646524147,1534.0699343623553,-71.18556970994064,7.0,12.0,-5.0,12.780300084831197,34.0699343623553,-21.2896342775241,0.386814734104054,1.4195805984314824,-1.0327658643274285,1501.5095833767946,1524.5228292584407,-23.01324588164607,1.375,1.5,-0.125,31,5,26
206007-6-brattv-g,NO-PN1,2026-05-10,1611.3107341006423,1498.828392876626,112.48234122401641,12.0,2.0,10.0,33.687486050915595,-32.36078984024425,66.04827589115985,0.9540731859081121,-1.7867461169815946,2.7408193028897068,1494.6516410401628,1490.950636016678,3.7010050234848677,1.0,1.0,0.0,31,31,0
206007-6-jerv,NO-PN1,2026-05-10,1576.4895978986087,1519.2125724727564,57.277025425852344,13.0,10.0,3.0,28.337237482823184,19.212572472756392,9.124665010066792,1.619098102089044,0.8005238530315075,0.8185742490575365,1489.9746746860992,1496.6633616751487,-6.688686989049529,,3.0,,31,5,26
206007-6-mj-ndalen,NO-PN1,2026-05-10,1505.9937926219818,1453.350085226724,52.64370739525771,7.0,1.0,6.0,5.993792621981811,-46.649914773275896,52.64370739525771,0.24974135924924212,-1.9437464488864946,2.1934878081357367,1529.8541005396085,1505.944965412105,23.909135127503532,1.0,0.3333333333333333,0.6666666666666667,5,5,0
206007-6-sandviken,NO-PN1,2026-05-10,1455.6261282815972,1502.9779961540885,-47.35186787249131,4.0,8.0,-4.0,-26.83666096054344,28.892793858087998,-55.72945481863144,-0.6686221404759584,0.6434245152586259,-1.3120466557345842,1496.1689729976422,1534.6238881144968,-38.454915116854636,1.1666666666666667,1.75,-0.5833333333333333,31,31,0
206007-6-sotra,NO-PN1,2026-05-10,1561.846892235217,1456.7927006491666,105.05419158605037,11.0,0.0,11.0,13.018026378711966,-42.73382373544496,55.75185011415692,1.2186928503463765,-2.3529372699062607,3.571630120252637,1491.932629196173,1520.6164151479566,-28.683785951783648,0.0,0.6,-0.6,31,31,0
206007-7-bjarg,NO-PN1,2026-05-14,1511.116037518928,1617.798941806305,-106.68290428737714,7.0,15.0,-8.0,11.116037518927897,29.385964167457814,-18.269926648529918,0.08761145163839446,1.782972207881582,-1.6953607562431876,1517.6266693242665,1496.9101580579118,20.7165112663547,1.5,,,6,32,-26
206007-7-tr-ff,NO-PN1,2026-05-14,1491.4146542819335,1485.5611763252125,5.853477956721008,5.0,5.0,0.0,3.8788464940519134,-11.51938704724671,15.398233541298623,-0.3969384303186868,-0.6140738766109693,0.21713544629228254,1508.0665182430469,1492.716010604602,15.350507638444924,1.75,1.25,0.5,32,32,0
206007-7-vidar,NO-PN1,2026-05-14,1445.1098393692696,1568.5395087151844,-123.42966934591482,1.0,13.0,-12.0,-54.890160630730406,35.94124488828038,-90.83140551901079,-1.7549432029194914,1.6316512866540416,-3.386594489573533,1499.6174752468069,1483.8750566515143,15.74241859529252,0.25,0.0,0.25,6,32,-26
206007-7-arendal,NO-PN1,2026-05-16,1492.3401851709632,1584.5861328524372,-92.24594768147404,2.0,13.0,-11.0,-49.37011451322087,46.95488940396558,-96.32500391718645,-1.583384812806168,1.4243069018042913,-3.007691714610459,1513.2127828368068,1493.8171891806505,19.39559365615628,0.75,,,32,32,0
206007-7-fk-eik-t-nsberg-871,NO-PN1,2026-05-16,1450.1000841691991,1514.2340384794363,-64.13395431023719,0.0,7.0,-7.0,-63.16311095771766,14.234038479436322,-77.39714943715398,-1.9660892287853233,0.11938164473180723,-2.0854708735171306,1542.2656313882167,1512.1820576481164,30.08357374010029,0.5,1.0,-0.5,32,6,26
206007-7-kvik-halden,NO-PN1,2026-05-16,1533.6837318945095,1467.1894701537522,66.49426174075734,10.0,7.0,3.0,33.68373189450949,-4.483589499267964,38.167321393777456,0.8308004340148079,0.18874054918075522,0.6420598848340526,1518.9258065992422,1496.76457222846,22.16123437078204,1.5,1.1666666666666667,0.33333333333333326,6,32,-26
